"car.id","car.type","start_time","end_time","start_gate","end_gate","time_taken"
"20150325010332-715","4","9/25/15 1:24","9/25/15 1:36","general-gate4","general-gate1",12
"20150325010332-715","4","9/25/15 1:36","9/25/15 1:39","general-gate1","ranger-stop2",3
"20150325010332-715","4","9/25/15 1:39","9/25/15 1:42","ranger-stop2","ranger-stop0",3
"20150325010332-715","4","9/25/15 1:42","9/25/15 1:45","ranger-stop0","general-gate2",3
"20150325010332-715","4","9/25/15 1:45","9/25/15 2:07","general-gate2","entrance2",22
"20150326120337-794","4","10/26/15 12:03","10/26/15 12:05","entrance0","general-gate1",2
"20150326120337-794","4","10/26/15 12:05","10/26/15 12:07","general-gate1","ranger-stop2",2
"20150326120337-794","4","10/26/15 12:07","10/26/15 12:10","ranger-stop2","ranger-stop0",3
"20150326120337-794","4","10/26/15 12:10","10/26/15 12:13","ranger-stop0","general-gate2",3
"20150326120337-794","4","10/26/15 12:13","10/26/15 12:23","general-gate2","general-gate5",10
"20150326120337-794","4","10/26/15 12:23","10/26/15 12:33","general-gate5","entrance4",10
"20150411080422-295","4","10/11/15 8:04","10/11/15 8:17","entrance3","general-gate7",13
"20150411080422-295","4","10/11/15 8:17","10/11/15 8:29","general-gate7","entrance1",12
"20150412060407-898","4","8/12/15 18:04","8/12/15 18:05","entrance0","general-gate1",1
"20150412060407-898","4","8/12/15 18:05","8/12/15 18:08","general-gate1","ranger-stop2",3
"20150412060407-898","4","8/12/15 18:08","8/12/15 18:12","ranger-stop2","ranger-stop0",4
"20150412060407-898","4","8/12/15 18:12","8/12/15 18:15","ranger-stop0","general-gate2",3
"20150412060407-898","4","8/12/15 18:15","8/12/15 18:38","general-gate2","entrance2",23
"20150416110451-163","4","9/16/15 11:04","9/16/15 11:19","entrance1","general-gate7",15
"20150416110451-163","4","9/16/15 11:19","9/16/15 11:35","general-gate7","entrance3",16
"20150418010436-994","4","12/18/15 13:04","12/18/15 13:23","entrance2","entrance4",19
"20150419080401-283","4","9/19/15 8:04","9/19/15 8:15","entrance0","general-gate4",11
"20150419080401-283","4","9/19/15 8:15","9/19/15 8:21","general-gate4","general-gate7",6
"20150419080401-283","4","9/19/15 8:21","9/19/15 8:33","general-gate7","entrance1",12
"20150421050436-46","4","8/21/15 17:04","8/21/15 17:16","entrance1","general-gate7",12
"20150421050436-46","4","8/21/15 17:16","8/21/15 17:30","general-gate7","entrance3",14
"20150422120425-418","4","9/22/15 0:04","9/22/15 0:25","entrance2","general-gate2",21
"20150422120425-418","4","9/22/15 0:25","9/22/15 0:28","general-gate2","ranger-stop0",3
"20150422120425-418","4","9/22/15 0:28","9/22/15 0:31","ranger-stop0","ranger-stop2",3
"20150422120425-418","4","9/22/15 0:31","9/22/15 0:34","ranger-stop2","general-gate1",3
"20150422120425-418","4","9/22/15 0:34","9/22/15 0:46","general-gate1","general-gate4",12
"20150422120425-418","4","9/22/15 0:46","9/22/15 0:53","general-gate4","general-gate7",7
"20150422120425-418","4","9/22/15 0:53","9/22/15 1:07","general-gate7","entrance1",14
"20150423070439-456","4","9/23/15 19:04","9/23/15 19:16","entrance0","general-gate4",12
"20150423070439-456","4","9/23/15 19:16","9/23/15 19:23","general-gate4","general-gate7",7
"20150423070439-456","4","9/23/15 19:23","9/23/15 19:35","general-gate7","entrance1",12
"20150425010441-992","4","10/25/15 1:04","10/25/15 1:24","entrance3","entrance0",20
"20150428020445-289","4","8/28/15 14:04","8/28/15 14:18","entrance1","general-gate7",14
"20150428020445-289","4","8/28/15 14:18","8/28/15 14:26","general-gate7","general-gate4",8
"20150428020445-289","4","8/28/15 14:26","8/28/15 14:40","general-gate4","entrance0",14
"20150428080425-76","4","11/28/15 8:04","11/28/15 8:14","entrance4","general-gate5",10
"20150428080425-76","4","11/28/15 8:14","11/28/15 8:26","general-gate5","general-gate2",12
"20150428080425-76","4","11/28/15 8:26","11/28/15 8:29","general-gate2","ranger-stop0",3
"20150428080425-76","4","11/28/15 8:29","11/28/15 8:32","ranger-stop0","ranger-stop2",3
"20150428080425-76","4","11/28/15 8:32","11/28/15 8:35","ranger-stop2","general-gate1",3
"20150428080425-76","4","11/28/15 8:35","11/28/15 8:36","general-gate1","entrance0",1
"20150429020421-767","4","8/29/15 14:04","8/29/15 14:17","entrance1","general-gate7",13
"20150429020421-767","4","8/29/15 14:17","8/29/15 14:25","general-gate7","general-gate4",8
"20150429020421-767","4","8/29/15 14:25","8/29/15 14:37","general-gate4","general-gate1",12
"20150429020421-767","4","8/29/15 14:37","8/29/15 14:39","general-gate1","ranger-stop2",2
"20150429020421-767","4","8/29/15 14:39","8/29/15 14:43","ranger-stop2","ranger-stop0",4
"20150429020421-767","4","8/29/15 14:43","8/29/15 14:46","ranger-stop0","general-gate2",3
"20150429020421-767","4","8/29/15 14:46","8/29/15 14:58","general-gate2","general-gate5",12
"20150429020421-767","4","8/29/15 14:58","8/29/15 15:09","general-gate5","entrance4",11
"20150429040409-724","4","11/29/15 16:04","11/29/15 16:14","entrance4","general-gate5",10
"20150429040409-724","4","11/29/15 16:14","11/29/15 16:25","general-gate5","general-gate2",11
"20150429040409-724","4","11/29/15 16:25","11/29/15 16:28","general-gate2","ranger-stop0",3
"20150429040409-724","4","11/29/15 16:28","11/29/15 16:31","ranger-stop0","ranger-stop2",3
"20150429040409-724","4","11/29/15 16:31","11/29/15 16:34","ranger-stop2","general-gate1",3
"20150429040409-724","4","11/29/15 16:34","11/29/15 16:55","general-gate1","entrance3",21
"20150503080515-72","4","9/3/15 20:05","9/3/15 20:20","entrance3","general-gate7",15
"20150503080515-72","4","9/3/15 20:20","9/3/15 20:34","general-gate7","entrance1",14
"20150504060507-474","4","10/4/15 6:05","10/4/15 6:18","entrance1","general-gate7",13
"20150504060507-474","4","10/4/15 6:18","10/4/15 6:25","general-gate7","general-gate4",7
"20150504060507-474","4","10/4/15 6:25","10/4/15 6:37","general-gate4","entrance0",12
"20150505050532-899","4","8/5/15 17:05","8/5/15 17:21","entrance3","general-gate7",16
"20150505050532-899","4","8/5/15 17:21","8/5/15 17:36","general-gate7","entrance1",15
"20150507120515-146","4","9/7/15 12:05","9/7/15 12:27","entrance2","general-gate2",22
"20150507120515-146","4","9/7/15 12:27","9/7/15 12:31","general-gate2","ranger-stop0",4
"20150507120515-146","4","9/7/15 12:31","9/7/15 12:34","ranger-stop0","ranger-stop2",3
"20150507120515-146","4","9/7/15 12:34","9/7/15 12:37","ranger-stop2","general-gate1",3
"20150507120515-146","4","9/7/15 12:37","9/7/15 13:00","general-gate1","entrance3",23
"20150509050558-745","4","10/9/15 5:05","10/9/15 5:24","entrance2","general-gate2",19
"20150509050558-745","4","10/9/15 5:24","10/9/15 5:27","general-gate2","ranger-stop0",3
"20150509050558-745","4","10/9/15 5:27","10/9/15 5:30","ranger-stop0","ranger-stop2",3
"20150509050558-745","4","10/9/15 5:30","10/9/15 5:32","ranger-stop2","general-gate1",2
"20150509050558-745","4","10/9/15 5:32","10/9/15 5:51","general-gate1","entrance3",19
"20150511080559-981","4","11/11/15 20:05","11/11/15 20:20","entrance1","general-gate7",15
"20150511080559-981","4","11/11/15 20:20","11/11/15 20:28","general-gate7","general-gate4",8
"20150511080559-981","4","11/11/15 20:28","11/11/15 20:40","general-gate4","general-gate1",12
"20150511080559-981","4","11/11/15 20:40","11/11/15 20:43","general-gate1","ranger-stop2",3
"20150511080559-981","4","11/11/15 20:43","11/11/15 20:46","ranger-stop2","ranger-stop0",3
"20150511080559-981","4","11/11/15 20:46","11/11/15 20:50","ranger-stop0","general-gate2",4
"20150511080559-981","4","11/11/15 20:50","11/11/15 21:02","general-gate2","general-gate5",12
"20150511080559-981","4","11/11/15 21:02","11/11/15 21:13","general-gate5","entrance4",11
"20150519060541-169","4","9/19/15 18:05","9/19/15 18:15","entrance4","general-gate5",10
"20150519060541-169","4","9/19/15 18:15","9/19/15 18:26","general-gate5","general-gate2",11
"20150519060541-169","4","9/19/15 18:26","9/19/15 18:29","general-gate2","ranger-stop0",3
"20150519060541-169","4","9/19/15 18:29","9/19/15 18:32","ranger-stop0","ranger-stop2",3
"20150519060541-169","4","9/19/15 18:32","9/19/15 18:34","ranger-stop2","general-gate1",2
"20150519060541-169","4","9/19/15 18:34","9/19/15 18:36","general-gate1","entrance0",2
"20150617050619-294","4","9/17/15 5:06","9/17/15 5:25","entrance3","general-gate1",19
"20150617050619-294","4","9/17/15 5:25","9/17/15 5:28","general-gate1","ranger-stop2",3
"20150617050619-294","4","9/17/15 5:28","9/17/15 5:30","ranger-stop2","ranger-stop0",2
"20150617050619-294","4","9/17/15 5:30","9/17/15 5:33","ranger-stop0","general-gate2",3
"20150617050619-294","4","9/17/15 5:33","9/17/15 5:52","general-gate2","entrance2",19
"20150620120634-136","4","8/20/15 0:06","8/20/15 0:17","entrance0","general-gate4",11
"20150620120634-136","4","8/20/15 0:17","8/20/15 0:23","general-gate4","general-gate7",6
"20150620120634-136","4","8/20/15 0:23","8/20/15 0:35","general-gate7","entrance1",12
"20150621010621-936","4","10/21/15 1:06","10/21/15 1:25","entrance2","general-gate2",19
"20150621010621-936","4","10/21/15 1:25","10/21/15 1:28","general-gate2","ranger-stop0",3
"20150621010621-936","4","10/21/15 1:28","10/21/15 1:31","ranger-stop0","ranger-stop2",3
"20150621010621-936","4","10/21/15 1:31","10/21/15 1:33","ranger-stop2","general-gate1",2
"20150621010621-936","4","10/21/15 1:33","10/21/15 1:44","general-gate1","general-gate4",11
"20150621010621-936","4","10/21/15 1:44","10/21/15 1:51","general-gate4","general-gate7",7
"20150621010621-936","4","10/21/15 1:51","10/21/15 2:03","general-gate7","entrance1",12
"20150625040649-416","4","9/25/15 16:06","9/25/15 16:29","entrance2","general-gate2",23
"20150625040649-416","4","9/25/15 16:29","9/25/15 16:33","general-gate2","ranger-stop0",4
"20150625040649-416","4","9/25/15 16:33","9/25/15 16:37","ranger-stop0","ranger-stop2",4
"20150625040649-416","4","9/25/15 16:37","9/25/15 16:40","ranger-stop2","general-gate1",3
"20150625040649-416","4","9/25/15 16:40","9/25/15 16:53","general-gate1","general-gate4",13
"20150625040649-416","4","9/25/15 16:53","9/25/15 17:01","general-gate4","general-gate7",8
"20150625040649-416","4","9/25/15 17:01","9/25/15 17:16","general-gate7","entrance1",15
"20150627070615-916","4","9/27/15 7:06","9/27/15 7:20","entrance1","general-gate7",14
"20150627070615-916","4","9/27/15 7:20","9/27/15 7:28","general-gate7","general-gate4",8
"20150627070615-916","4","9/27/15 7:28","9/27/15 7:40","general-gate4","general-gate1",12
"20150627070615-916","4","9/27/15 7:40","9/27/15 7:43","general-gate1","ranger-stop2",3
"20150627070615-916","4","9/27/15 7:43","9/27/15 7:46","ranger-stop2","ranger-stop0",3
"20150627070615-916","4","9/27/15 7:46","9/27/15 7:49","ranger-stop0","general-gate2",3
"20150627070615-916","4","9/27/15 7:49","9/27/15 8:02","general-gate2","general-gate5",13
"20150627070615-916","4","9/27/15 8:02","9/27/15 8:13","general-gate5","entrance4",11
"20150630090638-875","4","10/30/15 9:06","10/30/15 9:32","entrance0","entrance3",26
"20150630120655-755","4","8/30/15 12:06","8/30/15 12:16","entrance4","general-gate5",10
"20150630120655-755","4","8/30/15 12:16","8/30/15 12:27","general-gate5","general-gate2",11
"20150630120655-755","4","8/30/15 12:27","8/30/15 12:30","general-gate2","ranger-stop0",3
"20150630120655-755","4","8/30/15 12:30","8/30/15 12:33","ranger-stop0","ranger-stop2",3
"20150630120655-755","4","8/30/15 12:33","8/30/15 12:35","ranger-stop2","general-gate1",2
"20150630120655-755","4","8/30/15 12:35","8/30/15 12:46","general-gate1","general-gate4",11
"20150630120655-755","4","8/30/15 12:46","8/30/15 12:52","general-gate4","general-gate7",6
"20150630120655-755","4","8/30/15 12:52","8/30/15 13:05","general-gate7","entrance1",13
"20150631090611-983","4","8/31/15 9:06","8/31/15 9:18","entrance1","general-gate7",12
"20150631090611-983","4","8/31/15 9:18","8/31/15 9:25","general-gate7","general-gate4",7
"20150631090611-983","4","8/31/15 9:25","8/31/15 9:36","general-gate4","general-gate1",11
"20150631090611-983","4","8/31/15 9:36","8/31/15 9:39","general-gate1","ranger-stop2",3
"20150631090611-983","4","8/31/15 9:39","8/31/15 9:42","ranger-stop2","ranger-stop0",3
"20150631090611-983","4","8/31/15 9:42","8/31/15 9:45","ranger-stop0","general-gate2",3
"20150631090611-983","4","8/31/15 9:45","8/31/15 10:05","general-gate2","entrance2",20
"20150708090716-145","4","10/8/15 9:07","10/8/15 9:26","entrance2","general-gate2",19
"20150708090716-145","4","10/8/15 9:26","10/8/15 9:29","general-gate2","ranger-stop0",3
"20150708090716-145","4","10/8/15 9:29","10/8/15 9:31","ranger-stop0","ranger-stop2",2
"20150708090716-145","4","10/8/15 9:31","10/8/15 9:34","ranger-stop2","general-gate1",3
"20150708090716-145","4","10/8/15 9:34","10/8/15 9:53","general-gate1","entrance3",19
"20150716030727-619","4","8/16/15 15:07","8/16/15 15:27","entrance0","entrance3",20
"20150717020709-853","4","8/17/15 2:07","8/17/15 2:29","entrance3","general-gate1",22
"20150717020709-853","4","8/17/15 2:29","8/17/15 2:32","general-gate1","ranger-stop2",3
"20150717020709-853","4","8/17/15 2:32","8/17/15 2:35","ranger-stop2","ranger-stop0",3
"20150717020709-853","4","8/17/15 2:35","8/17/15 2:38","ranger-stop0","general-gate2",3
"20150717020709-853","4","8/17/15 2:38","8/17/15 2:51","general-gate2","general-gate5",13
"20150717020709-853","4","8/17/15 2:51","8/17/15 3:02","general-gate5","entrance4",11
"20150721110707-591","4","8/21/15 23:07","8/21/15 23:19","entrance1","general-gate7",12
"20150721110707-591","4","8/21/15 23:19","8/21/15 23:25","general-gate7","general-gate4",6
"20150721110707-591","4","8/21/15 23:25","8/21/15 23:36","general-gate4","entrance0",11
"20150722100718-323","4","8/22/15 10:07","8/22/15 10:21","entrance3","general-gate7",14
"20150722100718-323","4","8/22/15 10:21","8/22/15 10:34","general-gate7","entrance1",13
"20150727090731-933","4","10/27/15 9:07","10/27/15 9:31","entrance3","general-gate1",24
"20150727090731-933","4","10/27/15 9:31","10/27/15 9:34","general-gate1","ranger-stop2",3
"20150727090731-933","4","10/27/15 9:34","10/27/15 9:38","ranger-stop2","ranger-stop0",4
"20150727090731-933","4","10/27/15 9:38","10/27/15 9:41","ranger-stop0","general-gate2",3
"20150727090731-933","4","10/27/15 9:41","10/27/15 9:55","general-gate2","general-gate5",14
"20150727090731-933","4","10/27/15 9:55","10/27/15 10:07","general-gate5","entrance4",12
"20150728060701-371","4","12/28/15 18:07","12/28/15 18:16","entrance4","general-gate5",9
"20150728060701-371","4","12/28/15 18:16","12/28/15 18:26","general-gate5","general-gate2",10
"20150728060701-371","4","12/28/15 18:26","12/28/15 18:29","general-gate2","ranger-stop0",3
"20150728060701-371","4","12/28/15 18:29","12/28/15 18:32","ranger-stop0","ranger-stop2",3
"20150728060701-371","4","12/28/15 18:32","12/28/15 18:34","ranger-stop2","general-gate1",2
"20150728060701-371","4","12/28/15 18:34","12/28/15 18:36","general-gate1","entrance0",2
"20150730060700-354","4","11/30/15 18:07","11/30/15 18:18","entrance1","general-gate7",11
"20150730060700-354","4","11/30/15 18:18","11/30/15 18:32","general-gate7","entrance3",14
"20150731090718-928","4","10/31/15 21:07","10/31/15 21:08","entrance0","general-gate1",1
"20150731090718-928","4","10/31/15 21:08","10/31/15 21:11","general-gate1","ranger-stop2",3
"20150731090718-928","4","10/31/15 21:11","10/31/15 21:14","ranger-stop2","ranger-stop0",3
"20150731090718-928","4","10/31/15 21:14","10/31/15 21:17","ranger-stop0","general-gate2",3
"20150731090718-928","4","10/31/15 21:17","10/31/15 21:38","general-gate2","entrance2",21
"20150806050829-624","4","11/6/15 5:08","11/6/15 5:19","entrance4","general-gate5",11
"20150806050829-624","4","11/6/15 5:19","11/6/15 5:32","general-gate5","general-gate2",13
"20150806050829-624","4","11/6/15 5:32","11/6/15 5:35","general-gate2","ranger-stop0",3
"20150806050829-624","4","11/6/15 5:35","11/6/15 5:39","ranger-stop0","ranger-stop2",4
"20150806050829-624","4","11/6/15 5:39","11/6/15 5:41","ranger-stop2","general-gate1",2
"20150806050829-624","4","11/6/15 5:41","11/6/15 5:43","general-gate1","entrance0",2
"20150813070817-302","4","8/13/15 7:08","8/13/15 7:27","entrance3","general-gate1",19
"20150813070817-302","4","8/13/15 7:27","8/13/15 7:29","general-gate1","ranger-stop2",2
"20150813070817-302","4","8/13/15 7:29","8/13/15 7:32","ranger-stop2","ranger-stop0",3
"20150813070817-302","4","8/13/15 7:32","8/13/15 7:35","ranger-stop0","general-gate2",3
"20150813070817-302","4","8/13/15 7:35","8/13/15 7:53","general-gate2","entrance2",18
"20150814110834-737","4","8/14/15 23:08","8/14/15 23:21","entrance1","general-gate7",13
"20150814110834-737","4","8/14/15 23:21","8/14/15 23:29","general-gate7","general-gate4",8
"20150814110834-737","4","8/14/15 23:29","8/14/15 23:41","general-gate4","entrance0",12
"20150816100836-628","4","9/16/15 22:08","9/16/15 22:24","entrance3","general-gate7",16
"20150816100836-628","4","9/16/15 22:24","9/16/15 22:39","general-gate7","entrance1",15
"20150819010826-76","4","8/19/15 1:08","8/19/15 1:20","entrance1","general-gate7",12
"20150819010826-76","4","8/19/15 1:20","8/19/15 1:26","general-gate7","general-gate4",6
"20150819010826-76","4","8/19/15 1:26","8/19/15 1:36","general-gate4","general-gate1",10
"20150819010826-76","4","8/19/15 1:36","8/19/15 1:38","general-gate1","ranger-stop2",2
"20150819010826-76","4","8/19/15 1:38","8/19/15 1:41","ranger-stop2","ranger-stop0",3
"20150819010826-76","4","8/19/15 1:41","8/19/15 1:44","ranger-stop0","general-gate2",3
"20150819010826-76","4","8/19/15 1:44","8/19/15 1:54","general-gate2","general-gate5",10
"20150819010826-76","4","8/19/15 1:54","8/19/15 2:03","general-gate5","entrance4",9
"20150819090853-276","4","9/19/15 9:08","9/19/15 9:28","entrance2","entrance4",20
"20150824080836-872","4","10/24/15 20:08","10/24/15 20:27","entrance3","general-gate1",19
