"car.id","car.type","start_time","end_time","start_gate","end_gate","time_taken"
"20150010070052-300","2","9/10/15 7:26","9/10/15 7:28","ranger-stop2","general-gate1",2
"20150010070052-300","2","9/10/15 7:28","9/10/15 7:38","general-gate1","general-gate4",10
"20150010070052-300","2","9/10/15 7:38","9/10/15 7:45","general-gate4","general-gate7",7
"20150010070052-300","2","9/10/15 7:45","9/10/15 8:01","general-gate7","camping2",16
"20150010070052-300","2","9/10/15 8:01","9/11/15 13:28","camping2","camping2",1767
"20150010070052-300","2","9/11/15 13:28","9/11/15 13:44","camping2","general-gate7",16
"20150010070052-300","2","9/11/15 13:44","9/11/15 13:51","general-gate7","general-gate4",7
"20150010070052-300","2","9/11/15 13:51","9/11/15 14:02","general-gate4","entrance0",11
"20150011070040-794","2","10/11/15 7:00","10/11/15 7:06","entrance1","camping2",6
"20150011070040-794","2","10/11/15 7:06","10/11/15 13:00","camping2","camping2",354
"20150011070040-794","2","10/11/15 13:00","10/11/15 13:18","camping2","general-gate7",18
"20150011070040-794","2","10/11/15 13:18","10/11/15 13:25","general-gate7","general-gate4",7
"20150011070040-794","2","10/11/15 13:25","10/11/15 13:37","general-gate4","general-gate1",12
"20150011070040-794","2","10/11/15 13:37","10/11/15 13:39","general-gate1","ranger-stop2",2
"20150011070040-794","2","10/11/15 13:39","10/11/15 13:42","ranger-stop2","ranger-stop0",3
"20150011070040-794","2","10/11/15 13:42","10/11/15 13:46","ranger-stop0","general-gate2",4
"20150011070040-794","2","10/11/15 13:46","10/11/15 14:06","general-gate2","entrance2",20
"20150012040030-974","2","9/12/15 16:00","9/12/15 16:21","entrance2","entrance4",21
"20150013030046-227","2","9/13/15 3:00","9/13/15 3:12","entrance1","general-gate7",12
"20150013030046-227","2","9/13/15 3:12","9/13/15 3:26","general-gate7","entrance3",14
"20150014010056-634","2","9/14/15 1:00","9/14/15 1:02","entrance0","general-gate1",2
"20150014010056-634","2","9/14/15 1:02","9/14/15 1:04","general-gate1","ranger-stop2",2
"20150014010056-634","2","9/14/15 1:04","9/14/15 1:07","ranger-stop2","ranger-stop0",3
"20150014010056-634","2","9/14/15 1:07","9/14/15 1:10","ranger-stop0","general-gate2",3
"20150014010056-634","2","9/14/15 1:10","9/14/15 1:28","general-gate2","entrance2",18
"20150014030027-293","2","8/14/15 15:00","8/14/15 15:12","entrance0","general-gate4",12
"20150014030027-293","2","8/14/15 15:12","8/14/15 15:19","general-gate4","general-gate7",7
"20150014030027-293","2","8/14/15 15:19","8/14/15 15:29","general-gate7","camping4",10
"20150014030027-293","2","8/14/15 15:29","8/15/15 13:13","camping4","camping4",1304
"20150014030027-293","2","8/15/15 13:13","8/15/15 13:22","camping4","general-gate7",9
"20150014030027-293","2","8/15/15 13:22","8/15/15 13:37","general-gate7","entrance3",15
"20150014100049-755","2","8/14/15 10:00","8/14/15 10:02","entrance0","general-gate1",2
"20150014100049-755","2","8/14/15 10:02","8/14/15 10:05","general-gate1","ranger-stop2",3
"20150014100049-755","2","8/14/15 10:05","8/14/15 10:08","ranger-stop2","ranger-stop0",3
"20150014100049-755","2","8/14/15 10:08","8/14/15 10:12","ranger-stop0","general-gate2",4
"20150014100049-755","2","8/14/15 10:12","8/14/15 10:34","general-gate2","camping8",22
"20150014100049-755","2","8/14/15 10:34","8/18/15 10:42","camping8","camping8",5768
"20150014100049-755","2","8/18/15 10:42","8/18/15 10:56","camping8","general-gate5",14
"20150014100049-755","2","8/18/15 10:56","8/18/15 11:08","general-gate5","entrance4",12
"20150015040031-221","2","10/15/15 16:00","10/15/15 16:02","entrance0","general-gate1",2
"20150015040031-221","2","10/15/15 16:02","10/15/15 16:05","general-gate1","ranger-stop2",3
"20150015040031-221","2","10/15/15 16:05","10/15/15 16:08","ranger-stop2","ranger-stop0",3
"20150015040031-221","2","10/15/15 16:08","10/15/15 16:12","ranger-stop0","general-gate2",4
"20150015040031-221","2","10/15/15 16:12","10/15/15 16:25","general-gate2","general-gate5",13
"20150015040031-221","2","10/15/15 16:25","10/15/15 16:36","general-gate5","entrance4",11
"20150016040041-1","2","8/16/15 16:00","8/16/15 16:10","entrance4","general-gate5",10
"20150016040041-1","2","8/16/15 16:10","8/16/15 16:22","general-gate5","camping8",12
"20150016040041-1","2","8/16/15 16:22","8/16/15 16:22","camping8","camping8",0
"20150016040041-1","2","8/16/15 16:22","8/16/15 16:41","camping8","general-gate2",19
"20150016040041-1","2","8/16/15 16:41","8/16/15 16:44","general-gate2","ranger-stop0",3
"20150016040041-1","2","8/16/15 16:44","8/16/15 16:47","ranger-stop0","ranger-stop2",3
"20150016040041-1","2","8/16/15 16:47","8/16/15 16:49","ranger-stop2","general-gate1",2
"20150016040041-1","2","8/16/15 16:49","8/16/15 16:50","general-gate1","entrance0",1
"20150017120055-53","2","8/17/15 12:00","8/17/15 12:17","entrance3","general-gate7",17
"20150017120055-53","2","8/17/15 12:17","8/17/15 12:31","general-gate7","camping3",14
"20150017120055-53","2","8/17/15 12:31","8/22/15 7:26","camping3","camping3",6895
"20150017120055-53","2","8/22/15 7:26","8/22/15 7:41","camping3","general-gate7",15
"20150017120055-53","2","8/22/15 7:41","8/22/15 7:48","general-gate7","general-gate4",7
"20150017120055-53","2","8/22/15 7:48","8/22/15 8:01","general-gate4","general-gate1",13
"20150017120055-53","2","8/22/15 8:01","8/22/15 8:03","general-gate1","ranger-stop2",2
"20150017120055-53","2","8/22/15 8:03","8/22/15 8:07","ranger-stop2","ranger-stop0",4
"20150017120055-53","2","8/22/15 8:07","8/22/15 8:10","ranger-stop0","general-gate2",3
"20150017120055-53","2","8/22/15 8:10","8/22/15 8:23","general-gate2","general-gate5",13
"20150017120055-53","2","8/22/15 8:23","8/22/15 8:34","general-gate5","entrance4",11
"20150020040021-389","2","9/20/15 16:00","9/20/15 16:10","entrance1","camping3",10
"20150020040021-389","2","9/20/15 16:10","9/21/15 6:53","camping3","camping3",883
"20150020040021-389","2","9/21/15 6:53","9/21/15 7:06","camping3","general-gate7",13
"20150020040021-389","2","9/21/15 7:06","9/21/15 7:12","general-gate7","general-gate4",6
"20150020040021-389","2","9/21/15 7:12","9/21/15 7:23","general-gate4","general-gate1",11
"20150020040021-389","2","9/21/15 7:23","9/21/15 7:25","general-gate1","ranger-stop2",2
"20150020040021-389","2","9/21/15 7:25","9/21/15 7:28","ranger-stop2","ranger-stop0",3
"20150020040021-389","2","9/21/15 7:28","9/21/15 7:31","ranger-stop0","general-gate2",3
"20150020040021-389","2","9/21/15 7:31","9/21/15 7:50","general-gate2","entrance2",19
"20150021110015-325","2","11/21/15 11:00","11/21/15 11:23","entrance3","general-gate1",23
"20150021110015-325","2","11/21/15 11:23","11/21/15 11:26","general-gate1","ranger-stop2",3
"20150021110015-325","2","11/21/15 11:26","11/21/15 11:30","ranger-stop2","ranger-stop0",4
"20150021110015-325","2","11/21/15 11:30","11/21/15 11:34","ranger-stop0","general-gate2",4
"20150021110015-325","2","11/21/15 11:34","11/21/15 11:57","general-gate2","entrance2",23
"20150022080040-235","2","9/22/15 8:00","9/22/15 8:13","entrance0","general-gate4",13
"20150022080040-235","2","9/22/15 8:13","9/22/15 8:21","general-gate4","general-gate7",8
"20150022080040-235","2","9/22/15 8:21","9/22/15 8:35","general-gate7","camping3",14
"20150022080040-235","2","9/22/15 8:35","9/23/15 8:03","camping3","camping3",1408
"20150022080040-235","2","9/23/15 8:03","9/23/15 8:17","camping3","general-gate7",14
"20150022080040-235","2","9/23/15 8:17","9/23/15 8:33","general-gate7","entrance3",16
"20150024070035-193","2","8/24/15 19:00","8/24/15 19:10","entrance4","general-gate5",10
"20150024070035-193","2","8/24/15 19:10","8/24/15 19:22","general-gate5","general-gate2",12
"20150024070035-193","2","8/24/15 19:22","8/24/15 19:26","general-gate2","ranger-stop0",4
"20150024070035-193","2","8/24/15 19:26","8/24/15 19:29","ranger-stop0","ranger-stop2",3
"20150024070035-193","2","8/24/15 19:29","8/24/15 19:32","ranger-stop2","general-gate1",3
"20150024070035-193","2","8/24/15 19:32","8/24/15 19:53","general-gate1","entrance3",21
"20150024110030-386","2","8/24/15 11:00","8/24/15 11:11","entrance4","general-gate5",11
"20150024110030-386","2","8/24/15 11:11","8/24/15 11:23","general-gate5","general-gate2",12
"20150024110030-386","2","8/24/15 11:23","8/24/15 11:26","general-gate2","ranger-stop0",3
"20150024110030-386","2","8/24/15 11:26","8/24/15 11:30","ranger-stop0","ranger-stop2",4
"20150024110030-386","2","8/24/15 11:30","8/24/15 11:33","ranger-stop2","general-gate1",3
"20150024110030-386","2","8/24/15 11:33","8/24/15 11:44","general-gate1","general-gate4",11
"20150024110030-386","2","8/24/15 11:44","8/24/15 11:52","general-gate4","general-gate7",8
"20150024110030-386","2","8/24/15 11:52","8/24/15 12:03","general-gate7","camping5",11
"20150024110030-386","2","8/24/15 12:03","8/24/15 12:03","camping5","camping5",0
"20150024110030-386","2","8/24/15 12:03","8/24/15 12:14","camping5","general-gate7",11
"20150024110030-386","2","8/24/15 12:14","8/24/15 12:29","general-gate7","entrance3",15
"20150024120030-790","2","10/24/15 0:00","10/24/15 0:11","entrance4","general-gate5",11
"20150024120030-790","2","10/24/15 0:11","10/24/15 0:24","general-gate5","general-gate2",13
"20150024120030-790","2","10/24/15 0:24","10/24/15 0:28","general-gate2","ranger-stop0",4
"20150024120030-790","2","10/24/15 0:28","10/24/15 0:31","ranger-stop0","ranger-stop2",3
"20150024120030-790","2","10/24/15 0:31","10/24/15 0:34","ranger-stop2","general-gate1",3
"20150024120030-790","2","10/24/15 0:34","10/24/15 0:36","general-gate1","entrance0",2
"20150026120010-942","2","9/26/15 12:00","9/26/15 12:14","entrance3","general-gate7",14
"20150026120010-942","2","9/26/15 12:14","9/26/15 12:32","general-gate7","camping0",18
"20150026120010-942","2","9/26/15 12:32","9/30/15 13:53","camping0","camping0",5841
"20150026120010-942","2","9/30/15 13:53","9/30/15 14:11","camping0","general-gate7",18
"20150026120010-942","2","9/30/15 14:11","9/30/15 14:25","general-gate7","entrance3",14
"20150028120058-137","2","8/28/15 0:00","8/28/15 0:12","entrance1","general-gate7",12
"20150028120058-137","2","8/28/15 0:12","8/28/15 0:25","general-gate7","entrance3",13
"20150029090022-198","2","8/29/15 9:00","8/29/15 9:20","entrance2","camping6",20
"20150029090022-198","2","8/29/15 9:20","8/29/15 9:20","camping6","camping6",0
"20150029090022-198","2","8/29/15 9:20","8/29/15 9:22","camping6","entrance4",2
"20150029110001-754","2","10/29/15 11:00","10/29/15 11:01","entrance0","general-gate1",1
"20150029110001-754","2","10/29/15 11:01","10/29/15 11:04","general-gate1","ranger-stop2",3
"20150029110001-754","2","10/29/15 11:04","10/29/15 11:06","ranger-stop2","ranger-stop0",2
"20150029110001-754","2","10/29/15 11:06","10/29/15 11:10","ranger-stop0","general-gate2",4
"20150029110001-754","2","10/29/15 11:10","10/29/15 11:21","general-gate2","general-gate5",11
"20150029110001-754","2","10/29/15 11:21","10/29/15 11:31","general-gate5","entrance4",10
"20150030030022-184","2","8/30/15 15:00","8/30/15 15:12","entrance1","general-gate7",12
"20150030030022-184","2","8/30/15 15:12","8/30/15 15:19","general-gate7","general-gate4",7
"20150030030022-184","2","8/30/15 15:19","8/30/15 15:29","general-gate4","general-gate1",10
"20150030030022-184","2","8/30/15 15:29","8/30/15 15:31","general-gate1","ranger-stop2",2
"20150030030022-184","2","8/30/15 15:31","8/30/15 15:34","ranger-stop2","ranger-stop0",3
"20150030030022-184","2","8/30/15 15:34","8/30/15 15:37","ranger-stop0","general-gate2",3
"20150030030022-184","2","8/30/15 15:37","8/30/15 15:56","general-gate2","entrance2",19
"20150030120002-677","2","8/30/15 12:00","8/30/15 12:12","entrance1","general-gate7",12
"20150030120002-677","2","8/30/15 12:12","8/30/15 12:22","general-gate7","camping5",10
"20150030120002-677","2","8/30/15 12:22","8/31/15 19:59","camping5","camping5",1897
"20150030120002-677","2","8/31/15 19:59","8/31/15 20:09","camping5","general-gate7",10
"20150030120002-677","2","8/31/15 20:09","8/31/15 20:16","general-gate7","general-gate4",7
"20150030120002-677","2","8/31/15 20:16","8/31/15 20:26","general-gate4","general-gate1",10
"20150030120002-677","2","8/31/15 20:26","8/31/15 20:29","general-gate1","ranger-stop2",3
"20150030120002-677","2","8/31/15 20:29","8/31/15 20:32","ranger-stop2","ranger-stop0",3
"20150030120002-677","2","8/31/15 20:32","8/31/15 20:35","ranger-stop0","general-gate2",3
"20150030120002-677","2","8/31/15 20:35","8/31/15 20:54","general-gate2","entrance2",19
"20150103030112-131","2","10/3/15 15:01","10/3/15 15:22","entrance3","general-gate1",21
"20150103030112-131","2","10/3/15 15:22","10/3/15 15:25","general-gate1","ranger-stop2",3
"20150103030112-131","2","10/3/15 15:25","10/3/15 15:29","ranger-stop2","ranger-stop0",4
"20150103030112-131","2","10/3/15 15:29","10/3/15 15:32","ranger-stop0","general-gate2",3
"20150103030112-131","2","10/3/15 15:32","10/3/15 15:44","general-gate2","general-gate5",12
"20150103030112-131","2","10/3/15 15:44","10/3/15 15:55","general-gate5","camping6",11
"20150103030112-131","2","10/3/15 15:55","10/3/15 15:55","camping6","camping6",0
"20150103030112-131","2","10/3/15 15:55","10/3/15 15:58","camping6","entrance4",3
"20150104120123-255","2","8/8/15 6:07","8/8/15 6:14","camping7","general-gate6",7
"20150104120123-255","2","8/8/15 6:14","8/8/15 6:18","general-gate6","general-gate5",4
"20150104120123-255","2","8/8/15 6:18","8/8/15 6:29","general-gate5","general-gate2",11
"20150104120123-255","2","8/8/15 6:29","8/8/15 6:32","general-gate2","ranger-stop0",3
"20150104120123-255","2","8/8/15 6:32","8/8/15 6:34","ranger-stop0","ranger-stop2",2
"20150104120123-255","2","8/8/15 6:34","8/8/15 6:37","ranger-stop2","general-gate1",3
"20150104120123-255","2","8/8/15 6:37","8/8/15 6:55","general-gate1","entrance3",18
"20150105040143-572","2","11/5/15 16:01","11/5/15 16:04","entrance4","camping6",3
"20150105040143-572","2","11/5/15 16:04","11/5/15 16:04","camping6","camping6",0
"20150105040143-572","2","11/5/15 16:04","11/5/15 16:26","camping6","entrance2",22
"20150107030156-44","2","9/7/15 15:01","9/7/15 15:23","entrance2","general-gate2",22
"20150107030156-44","2","9/7/15 15:23","9/7/15 15:26","general-gate2","ranger-stop0",3
"20150107030156-44","2","9/7/15 15:26","9/7/15 15:29","ranger-stop0","ranger-stop2",3
"20150107030156-44","2","9/7/15 15:29","9/7/15 15:32","ranger-stop2","general-gate1",3
"20150107030156-44","2","9/7/15 15:32","9/7/15 15:44","general-gate1","general-gate4",12
"20150107030156-44","2","9/7/15 15:44","9/7/15 15:52","general-gate4","general-gate7",8
"20150107030156-44","2","9/7/15 15:52","9/7/15 16:06","general-gate7","entrance1",14
"20150107050116-884","2","8/7/15 17:01","8/7/15 17:21","entrance3","general-gate1",20
"20150107050116-884","2","8/7/15 17:21","8/7/15 17:24","general-gate1","ranger-stop2",3
"20150107050116-884","2","8/7/15 17:24","8/7/15 17:27","ranger-stop2","ranger-stop0",3
"20150107050116-884","2","8/7/15 17:27","8/7/15 17:30","ranger-stop0","general-gate2",3
"20150107050116-884","2","8/7/15 17:30","8/7/15 17:41","general-gate2","general-gate5",11
"20150107050116-884","2","8/7/15 17:41","8/7/15 17:45","general-gate5","general-gate6",4
"20150107050116-884","2","8/7/15 17:45","8/7/15 17:54","general-gate6","camping7",9
"20150107050116-884","2","8/7/15 17:54","8/14/15 14:49","camping7","camping7",9895
"20150107050116-884","2","8/14/15 14:49","8/14/15 14:57","camping7","general-gate6",8
"20150107050116-884","2","8/14/15 14:57","8/14/15 15:04","general-gate6","entrance4",7
"20150107060117-495","2","8/7/15 18:01","8/7/15 18:21","entrance0","entrance3",20
"20150108060137-927","2","9/8/15 6:01","9/8/15 6:23","entrance2","general-gate2",22
"20150108060137-927","2","9/8/15 6:23","9/8/15 6:26","general-gate2","ranger-stop0",3
"20150108060137-927","2","9/8/15 6:26","9/8/15 6:30","ranger-stop0","ranger-stop2",4
"20150108060137-927","2","9/8/15 6:30","9/8/15 6:33","ranger-stop2","general-gate1",3
"20150108060137-927","2","9/8/15 6:33","9/8/15 6:45","general-gate1","general-gate4",12
"20150108060137-927","2","9/8/15 6:45","9/8/15 6:52","general-gate4","general-gate7",7
"20150108060137-927","2","9/8/15 6:52","9/8/15 7:03","general-gate7","camping4",11
"20150108060137-927","2","9/8/15 7:03","9/12/15 6:08","camping4","camping4",5705
"20150108060137-927","2","9/12/15 6:08","9/12/15 6:18","camping4","general-gate7",10
"20150108060137-927","2","9/12/15 6:18","9/12/15 6:26","general-gate7","general-gate4",8
"20150108060137-927","2","9/12/15 6:26","9/12/15 6:40","general-gate4","entrance0",14
"20150108070109-950","2","9/8/15 7:01","9/8/15 7:14","entrance1","general-gate7",13
"20150108070109-950","2","9/8/15 7:14","9/8/15 7:21","general-gate7","general-gate4",7
"20150108070109-950","2","9/8/15 7:21","9/8/15 7:33","general-gate4","general-gate1",12
"20150108070109-950","2","9/8/15 7:33","9/8/15 7:36","general-gate1","ranger-stop2",3
"20150108070109-950","2","9/8/15 7:36","9/8/15 7:39","ranger-stop2","ranger-stop0",3
"20150108070109-950","2","9/8/15 7:39","9/8/15 7:42","ranger-stop0","general-gate2",3
"20150108070109-950","2","9/8/15 7:42","9/8/15 8:03","general-gate2","entrance2",21
"20150109060105-321","2","8/9/15 18:01","8/9/15 18:13","entrance1","general-gate7",12
"20150109060105-321","2","8/9/15 18:13","8/9/15 18:19","general-gate7","general-gate4",6
"20150109060105-321","2","8/9/15 18:19","8/9/15 18:31","general-gate4","entrance0",12
"20150112080120-851","2","8/12/15 8:01","8/12/15 8:14","entrance0","general-gate4",13
"20150112080120-851","2","8/12/15 8:14","8/12/15 8:22","general-gate4","general-gate7",8
"20150112080120-851","2","8/12/15 8:22","8/12/15 8:37","general-gate7","camping3",15
"20150112080120-851","2","8/12/15 8:37","8/13/15 7:22","camping3","camping3",1365
"20150112080120-851","2","8/13/15 7:22","8/13/15 7:37","camping3","general-gate7",15
"20150112080120-851","2","8/13/15 7:37","8/13/15 7:45","general-gate7","general-gate4",8
"20150112080120-851","2","8/13/15 7:45","8/13/15 7:58","general-gate4","entrance0",13
"20150112120144-135","2","8/12/15 12:01","8/12/15 12:15","entrance0","general-gate4",14
"20150112120144-135","2","8/12/15 12:15","8/12/15 12:23","general-gate4","general-gate7",8
"20150112120144-135","2","8/12/15 12:23","8/12/15 12:39","general-gate7","camping3",16
"20150112120144-135","2","8/12/15 12:39","8/12/15 12:39","camping3","camping3",0
"20150112120144-135","2","8/12/15 12:39","8/12/15 12:54","camping3","general-gate7",15
"20150112120144-135","2","8/12/15 12:54","8/12/15 13:02","general-gate7","general-gate4",8
"20150112120144-135","2","8/12/15 13:02","8/12/15 13:14","general-gate4","general-gate1",12
"20150112120144-135","2","8/12/15 13:14","8/12/15 13:17","general-gate1","ranger-stop2",3
"20150112120144-135","2","8/12/15 13:17","8/12/15 13:21","ranger-stop2","ranger-stop0",4
"20150112120144-135","2","8/12/15 13:21","8/12/15 13:24","ranger-stop0","general-gate2",3
"20150112120144-135","2","8/12/15 13:24","8/12/15 13:47","general-gate2","entrance2",23
"20150113030155-53","2","8/13/15 15:01","8/13/15 15:03","entrance0","general-gate1",2
"20150113030155-53","2","8/13/15 15:03","8/13/15 15:05","general-gate1","ranger-stop2",2
"20150113030155-53","2","8/13/15 15:05","8/13/15 15:08","ranger-stop2","ranger-stop0",3
"20150113030155-53","2","8/13/15 15:08","8/13/15 15:11","ranger-stop0","general-gate2",3
"20150113030155-53","2","8/13/15 15:11","8/13/15 15:29","general-gate2","entrance2",18
"20150114070109-176","2","8/14/15 7:01","8/14/15 7:10","entrance4","general-gate5",9
"20150114070109-176","2","8/14/15 7:10","8/14/15 7:21","general-gate5","general-gate2",11
"20150114070109-176","2","8/14/15 7:21","8/14/15 7:24","general-gate2","ranger-stop0",3
"20150114070109-176","2","8/14/15 7:24","8/14/15 7:27","ranger-stop0","ranger-stop2",3
"20150114070109-176","2","8/14/15 7:27","8/14/15 7:29","ranger-stop2","general-gate1",2
"20150114070109-176","2","8/14/15 7:29","8/14/15 7:40","general-gate1","general-gate4",11
