"car.id","car.type","start_time","end_time","start_gate","end_gate","time_taken"
"20150013110026-772","2P","10/13/15 12:44","10/13/15 12:53","general-gate5","gate3",9
"20150013110026-772","2P","10/13/15 12:53","10/13/15 12:55","gate3","ranger-stop3",2
"20150013110026-772","2P","10/13/15 12:55","10/13/15 13:33","ranger-stop3","ranger-stop3",38
"20150013110026-772","2P","10/13/15 13:33","10/13/15 13:34","ranger-stop3","gate3",1
"20150013110026-772","2P","10/13/15 13:34","10/13/15 13:43","gate3","general-gate5",9
"20150013110026-772","2P","10/13/15 13:43","10/13/15 13:53","general-gate5","gate8",10
"20150013110026-772","2P","10/13/15 13:53","10/13/15 13:55","gate8","ranger-base",2
"20150014040019-114","2P","12/14/15 16:00","12/14/15 16:01","ranger-base","gate8",1
"20150014040019-114","2P","12/14/15 16:01","12/14/15 16:12","gate8","general-gate5",11
"20150014040019-114","2P","12/14/15 16:12","12/14/15 16:27","general-gate5","camping8",15
"20150014040019-114","2P","12/14/15 16:27","12/14/15 16:59","camping8","camping8",32
"20150014040019-114","2P","12/14/15 16:59","12/14/15 17:04","camping8","gate3",5
"20150014040019-114","2P","12/14/15 17:04","12/14/15 17:06","gate3","ranger-stop3",2
"20150014040019-114","2P","12/14/15 17:06","12/14/15 17:52","ranger-stop3","ranger-stop3",46
"20150014040019-114","2P","12/14/15 17:52","12/14/15 17:54","ranger-stop3","gate3",2
"20150014040019-114","2P","12/14/15 17:54","12/14/15 18:03","gate3","general-gate5",9
"20150014040019-114","2P","12/14/15 18:03","12/14/15 18:09","general-gate5","gate5",6
"20150014040019-114","2P","12/14/15 18:09","12/14/15 18:10","gate5","ranger-stop6",1
"20150014040019-114","2P","12/14/15 18:10","12/14/15 18:11","ranger-stop6","gate6",1
"20150014040019-114","2P","12/14/15 18:11","12/14/15 18:29","gate6","gate7",18
"20150014040019-114","2P","12/14/15 18:29","12/14/15 18:30","gate7","ranger-stop7",1
"20150014040019-114","2P","12/14/15 18:30","12/14/15 19:27","ranger-stop7","ranger-stop7",57
"20150014040019-114","2P","12/14/15 19:27","12/14/15 19:28","ranger-stop7","gate7",1
"20150014040019-114","2P","12/14/15 19:28","12/14/15 19:46","gate7","gate6",18
"20150014040019-114","2P","12/14/15 19:46","12/14/15 19:47","gate6","ranger-stop6",1
"20150014040019-114","2P","12/14/15 19:47","12/14/15 19:48","ranger-stop6","gate5",1
"20150014040019-114","2P","12/14/15 19:48","12/14/15 19:53","gate5","gate8",5
"20150014040019-114","2P","12/14/15 19:53","12/14/15 19:55","gate8","ranger-base",2
"20150015080046-446","2P","9/15/15 8:00","9/15/15 8:02","ranger-base","gate8",2
"20150015080046-446","2P","9/15/15 8:02","9/15/15 8:06","gate8","gate5",4
"20150015080046-446","2P","9/15/15 8:06","9/15/15 8:07","gate5","ranger-stop6",1
"20150015080046-446","2P","9/15/15 8:07","9/15/15 8:08","ranger-stop6","gate6",1
"20150015080046-446","2P","9/15/15 8:08","9/15/15 8:20","gate6","general-gate7",12
"20150015080046-446","2P","9/15/15 8:20","9/15/15 8:36","general-gate7","camping2",16
"20150015080046-446","2P","9/15/15 8:36","9/15/15 8:39","camping2","camping2",3
"20150015080046-446","2P","9/15/15 8:39","9/15/15 8:54","camping2","general-gate7",15
"20150015080046-446","2P","9/15/15 8:54","9/15/15 9:06","general-gate7","gate6",12
"20150015080046-446","2P","9/15/15 9:06","9/15/15 9:07","gate6","ranger-stop6",1
"20150015080046-446","2P","9/15/15 9:07","9/15/15 9:08","ranger-stop6","gate5",1
"20150015080046-446","2P","9/15/15 9:08","9/15/15 9:12","gate5","gate8",4
"20150015080046-446","2P","9/15/15 9:12","9/15/15 9:14","gate8","ranger-base",2
"20150027070016-18","2P","8/27/15 7:00","8/27/15 7:01","ranger-base","gate8",1
"20150027070016-18","2P","8/27/15 7:01","8/27/15 7:13","gate8","general-gate5",12
"20150027070016-18","2P","8/27/15 7:13","8/27/15 7:26","general-gate5","general-gate2",13
"20150027070016-18","2P","8/27/15 7:26","8/27/15 7:29","general-gate2","ranger-stop0",3
"20150027070016-18","2P","8/27/15 7:29","8/27/15 7:30","ranger-stop0","ranger-stop0",1
"20150027070016-18","2P","8/27/15 7:30","8/27/15 7:34","ranger-stop0","ranger-stop2",4
"20150027070016-18","2P","8/27/15 7:34","8/27/15 7:37","ranger-stop2","general-gate1",3
"20150027070016-18","2P","8/27/15 7:37","8/27/15 7:49","general-gate1","general-gate4",12
"20150027070016-18","2P","8/27/15 7:49","8/27/15 7:57","general-gate4","general-gate7",8
"20150027070016-18","2P","8/27/15 7:57","8/27/15 8:11","general-gate7","ranger-stop4",14
"20150027070016-18","2P","8/27/15 8:11","8/27/15 8:38","ranger-stop4","ranger-stop4",27
"20150027070016-18","2P","8/27/15 8:38","8/27/15 8:52","ranger-stop4","general-gate7",14
"20150027070016-18","2P","8/27/15 8:52","8/27/15 9:00","general-gate7","general-gate4",8
"20150027070016-18","2P","8/27/15 9:00","8/27/15 9:12","general-gate4","general-gate1",12
"20150027070016-18","2P","8/27/15 9:12","8/27/15 9:15","general-gate1","ranger-stop2",3
"20150027070016-18","2P","8/27/15 9:15","8/27/15 9:35","ranger-stop2","ranger-stop2",20
"20150027070016-18","2P","8/27/15 9:35","8/27/15 9:39","ranger-stop2","ranger-stop0",4
"20150027070016-18","2P","8/27/15 9:39","8/27/15 9:42","ranger-stop0","general-gate2",3
"20150027070016-18","2P","8/27/15 9:42","8/27/15 9:55","general-gate2","general-gate5",13
"20150027070016-18","2P","8/27/15 9:55","8/27/15 10:06","general-gate5","gate8",11
"20150027070016-18","2P","8/27/15 10:06","8/27/15 10:08","gate8","ranger-base",2
"20150028100038-378","2P","9/28/15 10:00","9/28/15 10:02","ranger-base","gate8",2
"20150028100038-378","2P","9/28/15 10:02","9/28/15 10:12","gate8","general-gate5",10
"20150028100038-378","2P","9/28/15 10:12","9/28/15 10:21","general-gate5","gate3",9
"20150028100038-378","2P","9/28/15 10:21","9/28/15 10:23","gate3","ranger-stop3",2
"20150028100038-378","2P","9/28/15 10:23","9/28/15 11:20","ranger-stop3","ranger-stop3",57
"20150028100038-378","2P","9/28/15 11:20","9/28/15 11:22","ranger-stop3","gate3",2
"20150028100038-378","2P","9/28/15 11:22","9/28/15 11:27","gate3","camping8",5
"20150028100038-378","2P","9/28/15 11:27","9/28/15 11:29","camping8","general-gate3",2
"20150028100038-378","2P","9/28/15 11:29","9/28/15 11:40","general-gate3","gate4",11
"20150028100038-378","2P","9/28/15 11:40","9/28/15 11:42","gate4","ranger-stop5",2
"20150028100038-378","2P","9/28/15 11:42","9/28/15 12:34","ranger-stop5","ranger-stop5",52
"20150028100038-378","2P","9/28/15 12:34","9/28/15 12:36","ranger-stop5","gate4",2
"20150028100038-378","2P","9/28/15 12:36","9/28/15 12:44","gate4","gate5",8
"20150028100038-378","2P","9/28/15 12:44","9/28/15 12:45","gate5","ranger-stop6",1
"20150028100038-378","2P","9/28/15 12:45","9/28/15 13:39","ranger-stop6","ranger-stop6",54
"20150028100038-378","2P","9/28/15 13:39","9/28/15 13:40","ranger-stop6","gate5",1
"20150028100038-378","2P","9/28/15 13:40","9/28/15 13:45","gate5","gate8",5
"20150028100038-378","2P","9/28/15 13:45","9/28/15 13:47","gate8","ranger-base",2
"20150110030147-494","2P","11/10/15 15:01","11/10/15 15:03","ranger-base","gate8",2
"20150110030147-494","2P","11/10/15 15:03","11/10/15 15:13","gate8","general-gate5",10
"20150110030147-494","2P","11/10/15 15:13","11/10/15 15:22","general-gate5","gate3",9
"20150110030147-494","2P","11/10/15 15:22","11/10/15 15:24","gate3","ranger-stop3",2
"20150110030147-494","2P","11/10/15 15:24","11/10/15 16:10","ranger-stop3","ranger-stop3",46
"20150110030147-494","2P","11/10/15 16:10","11/10/15 16:12","ranger-stop3","gate3",2
"20150110030147-494","2P","11/10/15 16:12","11/10/15 16:17","gate3","camping8",5
"20150110030147-494","2P","11/10/15 16:17","11/10/15 16:19","camping8","general-gate3",2
"20150110030147-494","2P","11/10/15 16:19","11/10/15 16:30","general-gate3","gate4",11
"20150110030147-494","2P","11/10/15 16:30","11/10/15 16:32","gate4","ranger-stop5",2
"20150110030147-494","2P","11/10/15 16:32","11/10/15 17:06","ranger-stop5","ranger-stop5",34
"20150110030147-494","2P","11/10/15 17:06","11/10/15 17:08","ranger-stop5","gate4",2
"20150110030147-494","2P","11/10/15 17:08","11/10/15 17:16","gate4","gate5",8
"20150110030147-494","2P","11/10/15 17:16","11/10/15 17:17","gate5","ranger-stop6",1
"20150110030147-494","2P","11/10/15 17:17","11/10/15 17:23","ranger-stop6","ranger-stop6",6
"20150110030147-494","2P","11/10/15 17:23","11/10/15 17:24","ranger-stop6","gate5",1
"20150110030147-494","2P","11/10/15 17:24","11/10/15 17:29","gate5","gate8",5
"20150110030147-494","2P","11/10/15 17:29","11/10/15 17:31","gate8","ranger-base",2
"20150118010108-465","2P","9/18/15 13:01","9/18/15 13:02","ranger-base","gate8",1
"20150118010108-465","2P","9/18/15 13:02","9/18/15 13:08","gate8","gate5",6
"20150118010108-465","2P","9/18/15 13:08","9/18/15 13:09","gate5","ranger-stop6",1
"20150118010108-465","2P","9/18/15 13:09","9/18/15 13:10","ranger-stop6","gate6",1
"20150118010108-465","2P","9/18/15 13:10","9/18/15 13:29","gate6","gate7",19
"20150118010108-465","2P","9/18/15 13:29","9/18/15 13:30","gate7","ranger-stop7",1
"20150118010108-465","2P","9/18/15 13:30","9/18/15 14:29","ranger-stop7","ranger-stop7",59
"20150118010108-465","2P","9/18/15 14:29","9/18/15 14:30","ranger-stop7","gate7",1
"20150118010108-465","2P","9/18/15 14:30","9/18/15 14:48","gate7","gate6",18
"20150118010108-465","2P","9/18/15 14:48","9/18/15 14:50","gate6","ranger-stop6",2
"20150118010108-465","2P","9/18/15 14:50","9/18/15 14:51","ranger-stop6","gate5",1
"20150118010108-465","2P","9/18/15 14:51","9/18/15 14:56","gate5","gate8",5
"20150118010108-465","2P","9/18/15 14:56","9/18/15 14:58","gate8","ranger-base",2
"20150121100115-258","2P","9/21/15 10:01","9/21/15 10:02","ranger-base","gate8",1
"20150121100115-258","2P","9/21/15 10:02","9/21/15 10:13","gate8","general-gate5",11
"20150121100115-258","2P","9/21/15 10:13","9/21/15 10:25","general-gate5","general-gate2",12
"20150121100115-258","2P","9/21/15 10:25","9/21/15 10:28","general-gate2","ranger-stop0",3
"20150121100115-258","2P","9/21/15 10:28","9/21/15 10:48","ranger-stop0","ranger-stop0",20
"20150121100115-258","2P","9/21/15 10:48","9/21/15 10:51","ranger-stop0","ranger-stop2",3
"20150121100115-258","2P","9/21/15 10:51","9/21/15 10:54","ranger-stop2","general-gate1",3
"20150121100115-258","2P","9/21/15 10:54","9/21/15 11:06","general-gate1","general-gate4",12
"20150121100115-258","2P","9/21/15 11:06","9/21/15 11:13","general-gate4","general-gate7",7
"20150121100115-258","2P","9/21/15 11:13","9/21/15 11:26","general-gate7","ranger-stop4",13
"20150121100115-258","2P","9/21/15 11:26","9/21/15 12:24","ranger-stop4","ranger-stop4",58
"20150121100115-258","2P","9/21/15 12:24","9/21/15 12:37","ranger-stop4","general-gate7",13
"20150121100115-258","2P","9/21/15 12:37","9/21/15 12:45","general-gate7","general-gate4",8
"20150121100115-258","2P","9/21/15 12:45","9/21/15 12:56","general-gate4","general-gate1",11
"20150121100115-258","2P","9/21/15 12:56","9/21/15 12:59","general-gate1","ranger-stop2",3
"20150121100115-258","2P","9/21/15 12:59","9/21/15 13:01","ranger-stop2","ranger-stop2",2
"20150121100115-258","2P","9/21/15 13:01","9/21/15 13:04","ranger-stop2","ranger-stop0",3
"20150121100115-258","2P","9/21/15 13:04","9/21/15 13:08","ranger-stop0","general-gate2",4
"20150121100115-258","2P","9/21/15 13:08","9/21/15 13:20","general-gate2","general-gate5",12
"20150121100115-258","2P","9/21/15 13:20","9/21/15 13:30","general-gate5","gate8",10
"20150121100115-258","2P","9/21/15 13:30","9/21/15 13:32","gate8","ranger-base",2
"20150124040143-131","2P","9/24/15 16:01","9/24/15 16:03","ranger-base","gate8",2
"20150124040143-131","2P","9/24/15 16:03","9/24/15 16:07","gate8","gate5",4
"20150124040143-131","2P","9/24/15 16:07","9/24/15 16:08","gate5","ranger-stop6",1
"20150124040143-131","2P","9/24/15 16:08","9/24/15 16:09","ranger-stop6","gate6",1
"20150124040143-131","2P","9/24/15 16:09","9/24/15 16:21","gate6","general-gate7",12
"20150124040143-131","2P","9/24/15 16:21","9/24/15 16:33","general-gate7","camping3",12
"20150124040143-131","2P","9/24/15 16:33","9/24/15 17:06","camping3","camping3",33
"20150124040143-131","2P","9/24/15 17:06","9/24/15 17:18","camping3","general-gate7",12
"20150124040143-131","2P","9/24/15 17:18","9/24/15 17:30","general-gate7","gate6",12
"20150124040143-131","2P","9/24/15 17:30","9/24/15 17:31","gate6","ranger-stop6",1
"20150124040143-131","2P","9/24/15 17:31","9/24/15 17:32","ranger-stop6","gate5",1
"20150124040143-131","2P","9/24/15 17:32","9/24/15 17:39","gate5","gate4",7
"20150124040143-131","2P","9/24/15 17:39","9/24/15 17:40","gate4","ranger-stop5",1
"20150124040143-131","2P","9/24/15 17:40","9/24/15 18:13","ranger-stop5","ranger-stop5",33
"20150124040143-131","2P","9/24/15 18:13","9/24/15 18:14","ranger-stop5","gate4",1
"20150124040143-131","2P","9/24/15 18:14","9/24/15 18:21","gate4","gate5",7
"20150124040143-131","2P","9/24/15 18:21","9/24/15 18:22","gate5","ranger-stop6",1
"20150124040143-131","2P","9/24/15 18:22","9/24/15 18:23","ranger-stop6","gate6",1
"20150124040143-131","2P","9/24/15 18:23","9/24/15 18:34","gate6","general-gate7",11
"20150124040143-131","2P","9/24/15 18:34","9/24/15 18:51","general-gate7","camping2",17
"20150124040143-131","2P","9/24/15 18:51","9/24/15 19:14","camping2","camping2",23
"20150124040143-131","2P","9/24/15 19:14","9/24/15 19:30","camping2","general-gate7",16
"20150124040143-131","2P","9/24/15 19:30","9/24/15 19:42","general-gate7","gate6",12
"20150124040143-131","2P","9/24/15 19:42","9/24/15 19:43","gate6","ranger-stop6",1
"20150124040143-131","2P","9/24/15 19:43","9/24/15 19:43","ranger-stop6","gate5",0
"20150124040143-131","2P","9/24/15 19:43","9/24/15 19:48","gate5","gate8",5
"20150124040143-131","2P","9/24/15 19:48","9/24/15 19:49","gate8","ranger-base",1
"20150128080123-70","2P","9/28/15 8:01","9/28/15 8:02","ranger-base","gate8",1
"20150128080123-70","2P","9/28/15 8:02","9/28/15 8:12","gate8","general-gate5",10
"20150128080123-70","2P","9/28/15 8:12","9/28/15 8:24","general-gate5","general-gate2",12
"20150128080123-70","2P","9/28/15 8:24","9/28/15 8:27","general-gate2","ranger-stop0",3
"20150128080123-70","2P","9/28/15 8:27","9/28/15 8:31","ranger-stop0","ranger-stop2",4
"20150128080123-70","2P","9/28/15 8:31","9/28/15 8:39","ranger-stop2","ranger-stop2",8
"20150128080123-70","2P","9/28/15 8:39","9/28/15 8:41","ranger-stop2","general-gate1",2
"20150128080123-70","2P","9/28/15 8:41","9/28/15 8:53","general-gate1","general-gate4",12
"20150128080123-70","2P","9/28/15 8:53","9/28/15 9:03","general-gate4","gate7",10
"20150128080123-70","2P","9/28/15 9:03","9/28/15 9:04","gate7","ranger-stop7",1
"20150128080123-70","2P","9/28/15 9:04","9/28/15 9:51","ranger-stop7","ranger-stop7",47
"20150128080123-70","2P","9/28/15 9:51","9/28/15 9:52","ranger-stop7","gate7",1
"20150128080123-70","2P","9/28/15 9:52","9/28/15 10:09","gate7","gate6",17
"20150128080123-70","2P","9/28/15 10:09","9/28/15 10:10","gate6","ranger-stop6",1
"20150128080123-70","2P","9/28/15 10:10","9/28/15 10:14","ranger-stop6","ranger-stop6",4
"20150128080123-70","2P","9/28/15 10:14","9/28/15 10:15","ranger-stop6","gate5",1
"20150128080123-70","2P","9/28/15 10:15","9/28/15 10:23","gate5","gate4",8
"20150128080123-70","2P","9/28/15 10:23","9/28/15 10:24","gate4","ranger-stop5",1
"20150128080123-70","2P","9/28/15 10:24","9/28/15 11:04","ranger-stop5","ranger-stop5",40
"20150128080123-70","2P","9/28/15 11:04","9/28/15 11:06","ranger-stop5","gate4",2
"20150128080123-70","2P","9/28/15 11:06","9/28/15 11:17","gate4","general-gate3",11
"20150128080123-70","2P","9/28/15 11:17","9/28/15 11:18","general-gate3","camping8",1
"20150128080123-70","2P","9/28/15 11:18","9/28/15 11:24","camping8","gate3",6
"20150128080123-70","2P","9/28/15 11:24","9/28/15 11:25","gate3","ranger-stop3",1
"20150128080123-70","2P","9/28/15 11:25","9/28/15 11:38","ranger-stop3","ranger-stop3",13
"20150128080123-70","2P","9/28/15 11:38","9/28/15 11:40","ranger-stop3","gate3",2
