"car.id","car.type","start_time","end_time","start_gate","end_gate","time_taken"
"20150224010232-820","5","9/24/15 13:03","9/24/15 13:06","general-gate1","ranger-stop2",3
"20150224010232-820","5","9/24/15 13:06","9/24/15 13:09","ranger-stop2","ranger-stop0",3
"20150224010232-820","5","9/24/15 13:09","9/24/15 13:11","ranger-stop0","general-gate2",2
"20150224010232-820","5","9/24/15 13:11","9/24/15 13:22","general-gate2","general-gate5",11
"20150224010232-820","5","9/24/15 13:22","9/24/15 13:31","general-gate5","entrance4",9
"20150301010358-741","5","9/1/15 1:03","9/1/15 1:16","entrance1","general-gate7",13
"20150301010358-741","5","9/1/15 1:16","9/1/15 1:22","general-gate7","general-gate4",6
"20150301010358-741","5","9/1/15 1:22","9/1/15 1:33","general-gate4","general-gate1",11
"20150301010358-741","5","9/1/15 1:33","9/1/15 1:36","general-gate1","ranger-stop2",3
"20150301010358-741","5","9/1/15 1:36","9/1/15 1:38","ranger-stop2","ranger-stop0",2
"20150301010358-741","5","9/1/15 1:38","9/1/15 1:41","ranger-stop0","general-gate2",3
"20150301010358-741","5","9/1/15 1:41","9/1/15 2:00","general-gate2","entrance2",19
"20150302010308-139","5","9/2/15 13:03","9/2/15 13:15","entrance1","general-gate7",12
"20150302010308-139","5","9/2/15 13:15","9/2/15 13:22","general-gate7","general-gate4",7
"20150302010308-139","5","9/2/15 13:22","9/2/15 13:32","general-gate4","general-gate1",10
"20150302010308-139","5","9/2/15 13:32","9/2/15 13:35","general-gate1","ranger-stop2",3
"20150302010308-139","5","9/2/15 13:35","9/2/15 13:38","ranger-stop2","ranger-stop0",3
"20150302010308-139","5","9/2/15 13:38","9/2/15 13:41","ranger-stop0","general-gate2",3
"20150302010308-139","5","9/2/15 13:41","9/2/15 13:52","general-gate2","general-gate5",11
"20150302010308-139","5","9/2/15 13:52","9/2/15 14:01","general-gate5","entrance4",9
"20150313100322-481","5","9/13/15 22:03","9/13/15 22:16","entrance1","general-gate7",13
"20150313100322-481","5","9/13/15 22:16","9/13/15 22:31","general-gate7","entrance3",15
"20150329090321-197","5","9/29/15 9:03","9/29/15 9:14","entrance0","general-gate4",11
"20150329090321-197","5","9/29/15 9:14","9/29/15 9:21","general-gate4","general-gate7",7
"20150329090321-197","5","9/29/15 9:21","9/29/15 9:33","general-gate7","entrance1",12
"20150330010358-933","5","10/30/15 1:03","10/30/15 1:13","entrance4","general-gate5",10
"20150330010358-933","5","10/30/15 1:13","10/30/15 1:25","general-gate5","general-gate2",12
"20150330010358-933","5","10/30/15 1:25","10/30/15 1:28","general-gate2","ranger-stop0",3
"20150330010358-933","5","10/30/15 1:28","10/30/15 1:31","ranger-stop0","ranger-stop2",3
"20150330010358-933","5","10/30/15 1:31","10/30/15 1:34","ranger-stop2","general-gate1",3
"20150330010358-933","5","10/30/15 1:34","10/30/15 1:35","general-gate1","entrance0",1
"20150331040308-415","5","10/31/15 4:03","10/31/15 4:15","entrance1","general-gate7",12
"20150331040308-415","5","10/31/15 4:15","10/31/15 4:22","general-gate7","general-gate4",7
"20150331040308-415","5","10/31/15 4:22","10/31/15 4:33","general-gate4","general-gate1",11
"20150331040308-415","5","10/31/15 4:33","10/31/15 4:36","general-gate1","ranger-stop2",3
"20150331040308-415","5","10/31/15 4:36","10/31/15 4:39","ranger-stop2","ranger-stop0",3
"20150331040308-415","5","10/31/15 4:39","10/31/15 4:42","ranger-stop0","general-gate2",3
"20150331040308-415","5","10/31/15 4:42","10/31/15 5:01","general-gate2","entrance2",19
"20150404090455-709","5","10/4/15 21:04","10/4/15 21:20","entrance3","general-gate7",16
"20150404090455-709","5","10/4/15 21:20","10/4/15 21:34","general-gate7","entrance1",14
"20150411030436-801","5","9/11/15 3:04","9/11/15 3:25","entrance3","entrance0",21
"20150415080451-47","5","8/15/15 8:04","8/15/15 8:25","entrance3","entrance0",21
"20150420090412-587","5","11/20/15 21:04","11/20/15 21:15","entrance1","general-gate7",11
"20150420090412-587","5","11/20/15 21:15","11/20/15 21:22","general-gate7","general-gate4",7
"20150420090412-587","5","11/20/15 21:22","11/20/15 21:33","general-gate4","entrance0",11
"20150520080545-66","5","9/20/15 20:05","9/20/15 20:25","entrance2","general-gate2",20
"20150520080545-66","5","9/20/15 20:25","9/20/15 20:28","general-gate2","ranger-stop0",3
"20150520080545-66","5","9/20/15 20:28","9/20/15 20:31","ranger-stop0","ranger-stop2",3
"20150520080545-66","5","9/20/15 20:31","9/20/15 20:33","ranger-stop2","general-gate1",2
"20150520080545-66","5","9/20/15 20:33","9/20/15 20:35","general-gate1","entrance0",2
"20150524090542-953","5","8/24/15 9:05","8/24/15 9:17","entrance0","general-gate4",12
"20150524090542-953","5","8/24/15 9:17","8/24/15 9:24","general-gate4","general-gate7",7
"20150524090542-953","5","8/24/15 9:24","8/24/15 9:37","general-gate7","entrance1",13
"20150525070539-663","5","8/25/15 19:05","8/25/15 19:17","entrance0","general-gate4",12
"20150525070539-663","5","8/25/15 19:17","8/25/15 19:24","general-gate4","general-gate7",7
"20150525070539-663","5","8/25/15 19:24","8/25/15 19:37","general-gate7","entrance1",13
"20150526100533-751","5","8/26/15 22:05","8/26/15 22:07","entrance0","general-gate1",2
"20150526100533-751","5","8/26/15 22:07","8/26/15 22:09","general-gate1","ranger-stop2",2
"20150526100533-751","5","8/26/15 22:09","8/26/15 22:12","ranger-stop2","ranger-stop0",3
"20150526100533-751","5","8/26/15 22:12","8/26/15 22:15","ranger-stop0","general-gate2",3
"20150526100533-751","5","8/26/15 22:15","8/26/15 22:27","general-gate2","general-gate5",12
"20150526100533-751","5","8/26/15 22:27","8/26/15 22:36","general-gate5","entrance4",9
"20150530120534-695","5","9/30/15 0:05","9/30/15 0:25","entrance3","general-gate1",20
"20150530120534-695","5","9/30/15 0:25","9/30/15 0:28","general-gate1","ranger-stop2",3
"20150530120534-695","5","9/30/15 0:28","9/30/15 0:31","ranger-stop2","ranger-stop0",3
"20150530120534-695","5","9/30/15 0:31","9/30/15 0:34","ranger-stop0","general-gate2",3
"20150530120534-695","5","9/30/15 0:34","9/30/15 0:53","general-gate2","entrance2",19
"20150611040604-12","5","8/11/15 4:06","8/11/15 4:07","entrance0","general-gate1",1
"20150611040604-12","5","8/11/15 4:07","8/11/15 4:10","general-gate1","ranger-stop2",3
"20150611040604-12","5","8/11/15 4:10","8/11/15 4:13","ranger-stop2","ranger-stop0",3
"20150611040604-12","5","8/11/15 4:13","8/11/15 4:16","ranger-stop0","general-gate2",3
"20150611040604-12","5","8/11/15 4:16","8/11/15 4:36","general-gate2","entrance2",20
"20150614060634-481","5","10/14/15 6:06","10/14/15 6:26","entrance3","entrance0",20
"20150614090643-855","5","10/14/15 9:06","10/14/15 9:19","entrance3","general-gate7",13
"20150614090643-855","5","10/14/15 9:19","10/14/15 9:31","general-gate7","entrance1",12
"20150617020614-57","5","8/17/15 14:06","8/17/15 14:28","entrance2","general-gate2",22
"20150617020614-57","5","8/17/15 14:28","8/17/15 14:32","general-gate2","ranger-stop0",4
"20150617020614-57","5","8/17/15 14:32","8/17/15 14:35","ranger-stop0","ranger-stop2",3
"20150617020614-57","5","8/17/15 14:35","8/17/15 14:38","ranger-stop2","general-gate1",3
"20150617020614-57","5","8/17/15 14:38","8/17/15 14:51","general-gate1","general-gate4",13
"20150617020614-57","5","8/17/15 14:51","8/17/15 14:59","general-gate4","general-gate7",8
"20150617020614-57","5","8/17/15 14:59","8/17/15 15:13","general-gate7","entrance1",14
"20150621070647-455","5","11/21/15 19:06","11/21/15 19:25","entrance4","entrance2",19
"20150626080624-430","5","12/26/15 8:06","12/26/15 8:17","entrance1","general-gate7",11
"20150626080624-430","5","12/26/15 8:17","12/26/15 8:31","general-gate7","entrance3",14
"20150627070604-127","5","10/27/15 7:06","10/27/15 7:23","entrance2","entrance4",17
"20150717110728-930","5","9/17/15 11:07","9/17/15 11:16","entrance4","general-gate5",9
"20150717110728-930","5","9/17/15 11:16","9/17/15 11:26","general-gate5","general-gate2",10
"20150717110728-930","5","9/17/15 11:26","9/17/15 11:29","general-gate2","ranger-stop0",3
"20150717110728-930","5","9/17/15 11:29","9/17/15 11:32","ranger-stop0","ranger-stop2",3
"20150717110728-930","5","9/17/15 11:32","9/17/15 11:34","ranger-stop2","general-gate1",2
"20150717110728-930","5","9/17/15 11:34","9/17/15 11:44","general-gate1","general-gate4",10
"20150717110728-930","5","9/17/15 11:44","9/17/15 11:51","general-gate4","general-gate7",7
"20150717110728-930","5","9/17/15 11:51","9/17/15 12:02","general-gate7","entrance1",11
"20150718100716-825","5","9/18/15 10:07","9/18/15 10:19","entrance1","general-gate7",12
"20150718100716-825","5","9/18/15 10:19","9/18/15 10:25","general-gate7","general-gate4",6
"20150718100716-825","5","9/18/15 10:25","9/18/15 10:35","general-gate4","general-gate1",10
"20150718100716-825","5","9/18/15 10:35","9/18/15 10:38","general-gate1","ranger-stop2",3
"20150718100716-825","5","9/18/15 10:38","9/18/15 10:41","ranger-stop2","ranger-stop0",3
"20150718100716-825","5","9/18/15 10:41","9/18/15 10:44","ranger-stop0","general-gate2",3
"20150718100716-825","5","9/18/15 10:44","9/18/15 11:02","general-gate2","entrance2",18
"20150727030712-39","5","10/27/15 3:07","10/27/15 3:08","entrance0","general-gate1",1
"20150727030712-39","5","10/27/15 3:08","10/27/15 3:11","general-gate1","ranger-stop2",3
"20150727030712-39","5","10/27/15 3:11","10/27/15 3:15","ranger-stop2","ranger-stop0",4
"20150727030712-39","5","10/27/15 3:15","10/27/15 3:18","ranger-stop0","general-gate2",3
"20150727030712-39","5","10/27/15 3:18","10/27/15 3:31","general-gate2","general-gate5",13
"20150727030712-39","5","10/27/15 3:31","10/27/15 3:42","general-gate5","entrance4",11
"20150727120737-425","5","8/27/15 0:07","8/27/15 0:18","entrance4","general-gate5",11
"20150727120737-425","5","8/27/15 0:18","8/27/15 0:30","general-gate5","general-gate2",12
"20150727120737-425","5","8/27/15 0:30","8/27/15 0:34","general-gate2","ranger-stop0",4
"20150727120737-425","5","8/27/15 0:34","8/27/15 0:37","ranger-stop0","ranger-stop2",3
"20150727120737-425","5","8/27/15 0:37","8/27/15 0:40","ranger-stop2","general-gate1",3
"20150727120737-425","5","8/27/15 0:40","8/27/15 0:52","general-gate1","general-gate4",12
"20150727120737-425","5","8/27/15 0:52","8/27/15 1:00","general-gate4","general-gate7",8
"20150727120737-425","5","8/27/15 1:00","8/27/15 1:14","general-gate7","entrance1",14
"20150819030817-765","5","8/19/15 3:08","8/19/15 3:20","entrance1","general-gate7",12
"20150819030817-765","5","8/19/15 3:20","8/19/15 3:27","general-gate7","general-gate4",7
"20150819030817-765","5","8/19/15 3:27","8/19/15 3:40","general-gate4","entrance0",13
"20150825030839-259","5","8/25/15 15:08","8/25/15 15:30","entrance2","general-gate2",22
"20150825030839-259","5","8/25/15 15:30","8/25/15 15:33","general-gate2","ranger-stop0",3
"20150825030839-259","5","8/25/15 15:33","8/25/15 15:37","ranger-stop0","ranger-stop2",4
"20150825030839-259","5","8/25/15 15:37","8/25/15 15:39","ranger-stop2","general-gate1",2
"20150825030839-259","5","8/25/15 15:39","8/25/15 15:41","general-gate1","entrance0",2
"20150908030947-43","5","8/8/15 15:09","8/8/15 15:23","entrance3","general-gate7",14
"20150908030947-43","5","8/8/15 15:23","8/8/15 15:35","general-gate7","entrance1",12
"20150911050958-246","5","10/11/15 17:09","10/11/15 17:23","entrance1","general-gate7",14
"20150911050958-246","5","10/11/15 17:23","10/11/15 17:30","general-gate7","general-gate4",7
"20150911050958-246","5","10/11/15 17:30","10/11/15 17:42","general-gate4","general-gate1",12
"20150911050958-246","5","10/11/15 17:42","10/11/15 17:45","general-gate1","ranger-stop2",3
"20150911050958-246","5","10/11/15 17:45","10/11/15 17:48","ranger-stop2","ranger-stop0",3
"20150911050958-246","5","10/11/15 17:48","10/11/15 17:51","ranger-stop0","general-gate2",3
"20150911050958-246","5","10/11/15 17:51","10/11/15 18:12","general-gate2","entrance2",21
"20150921100928-653","5","9/21/15 10:09","9/21/15 10:27","entrance2","general-gate2",18
"20150921100928-653","5","9/21/15 10:27","9/21/15 10:30","general-gate2","ranger-stop0",3
"20150921100928-653","5","9/21/15 10:30","9/21/15 10:33","ranger-stop0","ranger-stop2",3
"20150921100928-653","5","9/21/15 10:33","9/21/15 10:35","ranger-stop2","general-gate1",2
"20150921100928-653","5","9/21/15 10:35","9/21/15 10:45","general-gate1","general-gate4",10
"20150921100928-653","5","9/21/15 10:45","9/21/15 10:51","general-gate4","general-gate7",6
"20150921100928-653","5","9/21/15 10:51","9/21/15 11:03","general-gate7","entrance1",12
"20151004061023-570","5","9/4/15 18:10","9/4/15 18:21","entrance4","general-gate5",11
"20151004061023-570","5","9/4/15 18:21","9/4/15 18:33","general-gate5","general-gate2",12
"20151004061023-570","5","9/4/15 18:33","9/4/15 18:37","general-gate2","ranger-stop0",4
"20151004061023-570","5","9/4/15 18:37","9/4/15 18:40","ranger-stop0","ranger-stop2",3
"20151004061023-570","5","9/4/15 18:40","9/4/15 18:43","ranger-stop2","general-gate1",3
"20151004061023-570","5","9/4/15 18:43","9/4/15 18:55","general-gate1","general-gate4",12
"20151004061023-570","5","9/4/15 18:55","9/4/15 19:03","general-gate4","general-gate7",8
"20151004061023-570","5","9/4/15 19:03","9/4/15 19:17","general-gate7","entrance1",14
"20151007081049-256","5","8/7/15 20:10","8/7/15 20:32","entrance2","general-gate2",22
"20151007081049-256","5","8/7/15 20:32","8/7/15 20:35","general-gate2","ranger-stop0",3
"20151007081049-256","5","8/7/15 20:35","8/7/15 20:39","ranger-stop0","ranger-stop2",4
"20151007081049-256","5","8/7/15 20:39","8/7/15 20:41","ranger-stop2","general-gate1",2
"20151007081049-256","5","8/7/15 20:41","8/7/15 20:43","general-gate1","entrance0",2
"20151008061014-338","5","11/8/15 6:10","11/8/15 6:11","entrance0","general-gate1",1
"20151008061014-338","5","11/8/15 6:11","11/8/15 6:14","general-gate1","ranger-stop2",3
"20151008061014-338","5","11/8/15 6:14","11/8/15 6:18","ranger-stop2","ranger-stop0",4
"20151008061014-338","5","11/8/15 6:18","11/8/15 6:22","ranger-stop0","general-gate2",4
"20151008061014-338","5","11/8/15 6:22","11/8/15 6:45","general-gate2","entrance2",23
"20151011011010-245","5","8/11/15 1:10","8/11/15 1:19","entrance4","general-gate5",9
"20151011011010-245","5","8/11/15 1:19","8/11/15 1:29","general-gate5","general-gate2",10
"20151011011010-245","5","8/11/15 1:29","8/11/15 1:32","general-gate2","ranger-stop0",3
"20151011011010-245","5","8/11/15 1:32","8/11/15 1:35","ranger-stop0","ranger-stop2",3
"20151011011010-245","5","8/11/15 1:35","8/11/15 1:37","ranger-stop2","general-gate1",2
"20151011011010-245","5","8/11/15 1:37","8/11/15 1:47","general-gate1","general-gate4",10
"20151011011010-245","5","8/11/15 1:47","8/11/15 1:53","general-gate4","general-gate7",6
"20151011011010-245","5","8/11/15 1:53","8/11/15 2:05","general-gate7","entrance1",12
"20151020101057-778","5","11/20/15 22:10","11/20/15 22:22","entrance4","general-gate5",12
"20151020101057-778","5","11/20/15 22:22","11/20/15 22:35","general-gate5","general-gate2",13
"20151020101057-778","5","11/20/15 22:35","11/20/15 22:38","general-gate2","ranger-stop0",3
"20151020101057-778","5","11/20/15 22:38","11/20/15 22:42","ranger-stop0","ranger-stop2",4
"20151020101057-778","5","11/20/15 22:42","11/20/15 22:45","ranger-stop2","general-gate1",3
"20151020101057-778","5","11/20/15 22:45","11/20/15 22:46","general-gate1","entrance0",1
"20151030081048-623","5","10/30/15 8:10","10/30/15 8:34","entrance3","general-gate1",24
"20151030081048-623","5","10/30/15 8:34","10/30/15 8:37","general-gate1","ranger-stop2",3
"20151030081048-623","5","10/30/15 8:37","10/30/15 8:40","ranger-stop2","ranger-stop0",3
"20151030081048-623","5","10/30/15 8:40","10/30/15 8:44","ranger-stop0","general-gate2",4
"20151030081048-623","5","10/30/15 8:44","10/30/15 9:07","general-gate2","entrance2",23
"20151030111049-10","5","9/30/15 23:10","9/30/15 23:29","entrance2","general-gate2",19
"20151030111049-10","5","9/30/15 23:29","9/30/15 23:32","general-gate2","ranger-stop0",3
"20151030111049-10","5","9/30/15 23:32","9/30/15 23:35","ranger-stop0","ranger-stop2",3
"20151030111049-10","5","9/30/15 23:35","9/30/15 23:37","ranger-stop2","general-gate1",2
"20151030111049-10","5","9/30/15 23:37","9/30/15 23:57","general-gate1","entrance3",20
"20151101031131-640","5","9/1/15 15:11","9/1/15 15:23","entrance1","general-gate7",12
"20151101031131-640","5","9/1/15 15:23","9/1/15 15:30","general-gate7","general-gate4",7
"20151101031131-640","5","9/1/15 15:30","9/1/15 15:41","general-gate4","entrance0",11
"20151102051100-481","5","9/2/15 5:11","9/2/15 5:31","entrance3","general-gate1",20
"20151102051100-481","5","9/2/15 5:31","9/2/15 5:33","general-gate1","ranger-stop2",2
"20151102051100-481","5","9/2/15 5:33","9/2/15 5:36","ranger-stop2","ranger-stop0",3
"20151102051100-481","5","9/2/15 5:36","9/2/15 5:40","ranger-stop0","general-gate2",4
"20151102051100-481","5","9/2/15 5:40","9/2/15 5:51","general-gate2","general-gate5",11
"20151102051100-481","5","9/2/15 5:51","9/2/15 6:01","general-gate5","entrance4",10
"20151120051143-352","5","10/20/15 17:11","10/20/15 17:23","entrance1","general-gate7",12
"20151120051143-352","5","10/20/15 17:23","10/20/15 17:30","general-gate7","general-gate4",7
"20151120051143-352","5","10/20/15 17:30","10/20/15 17:40","general-gate4","general-gate1",10
"20151120051143-352","5","10/20/15 17:40","10/20/15 17:43","general-gate1","ranger-stop2",3
"20151120051143-352","5","10/20/15 17:43","10/20/15 17:45","ranger-stop2","ranger-stop0",2
"20151120051143-352","5","10/20/15 17:45","10/20/15 17:48","ranger-stop0","general-gate2",3
"20151120051143-352","5","10/20/15 17:48","10/20/15 17:59","general-gate2","general-gate5",11
"20151120051143-352","5","10/20/15 17:59","10/20/15 18:09","general-gate5","entrance4",10
"20151120071128-12","5","10/20/15 19:11","10/20/15 19:21","entrance4","general-gate5",10
"20151120071128-12","5","10/20/15 19:21","10/20/15 19:32","general-gate5","general-gate2",11
"20151120071128-12","5","10/20/15 19:32","10/20/15 19:36","general-gate2","ranger-stop0",4
"20151120071128-12","5","10/20/15 19:36","10/20/15 19:39","ranger-stop0","ranger-stop2",3
"20151120071128-12","5","10/20/15 19:39","10/20/15 19:41","ranger-stop2","general-gate1",2
"20151120071128-12","5","10/20/15 19:41","10/20/15 20:02","general-gate1","entrance3",21
"20151123071139-244","5","8/23/15 7:11","8/23/15 7:23","entrance4","general-gate5",12
"20151123071139-244","5","8/23/15 7:23","8/23/15 7:36","general-gate5","general-gate2",13
"20151123071139-244","5","8/23/15 7:36","8/23/15 7:40","general-gate2","ranger-stop0",4
"20151123071139-244","5","8/23/15 7:40","8/23/15 7:44","ranger-stop0","ranger-stop2",4
"20151123071139-244","5","8/23/15 7:44","8/23/15 7:47","ranger-stop2","general-gate1",3
"20151123071139-244","5","8/23/15 7:47","8/23/15 8:00","general-gate1","general-gate4",13
"20151123071139-244","5","8/23/15 8:00","8/23/15 8:08","general-gate4","general-gate7",8
"20151123071139-244","5","8/23/15 8:08","8/23/15 8:23","general-gate7","entrance1",15
"20151130031142-294","5","10/30/15 3:11","10/30/15 3:29","entrance4","entrance2",18
"20151130061138-166","5","11/30/15 6:11","11/30/15 6:26","entrance1","general-gate7",15
"20151130061138-166","5","11/30/15 6:26","11/30/15 6:34","general-gate7","general-gate4",8
"20151130061138-166","5","11/30/15 6:34","11/30/15 6:48","general-gate4","entrance0",14
"20151218031248-730","5","9/18/15 15:12","9/18/15 15:37","entrance0","entrance3",25
"20151222021205-875","5","9/22/15 14:12","9/22/15 14:25","entrance1","general-gate7",13
"20151222021205-875","5","9/22/15 14:25","9/22/15 14:33","general-gate7","general-gate4",8
"20151222021205-875","5","9/22/15 14:33","9/22/15 14:44","general-gate4","general-gate1",11
"20151222021205-875","5","9/22/15 14:44","9/22/15 14:47","general-gate1","ranger-stop2",3
"20151222021205-875","5","9/22/15 14:47","9/22/15 14:50","ranger-stop2","ranger-stop0",3
"20151222021205-875","5","9/22/15 14:50","9/22/15 14:54","ranger-stop0","general-gate2",4
"20151222021205-875","5","9/22/15 14:54","9/22/15 15:06","general-gate2","general-gate5",12
"20151222021205-875","5","9/22/15 15:06","9/22/15 15:16","general-gate5","entrance4",10
"20151226101236-942","5","8/26/15 10:12","8/26/15 10:32","entrance3","general-gate1",20
"20151226101236-942","5","8/26/15 10:32","8/26/15 10:34","general-gate1","ranger-stop2",2
"20151226101236-942","5","8/26/15 10:34","8/26/15 10:37","ranger-stop2","ranger-stop0",3
"20151226101236-942","5","8/26/15 10:37","8/26/15 10:41","ranger-stop0","general-gate2",4
"20151226101236-942","5","8/26/15 10:41","8/26/15 11:00","general-gate2","entrance2",19
"20151227101235-797","5","9/27/15 10:12","9/27/15 10:26","entrance0","general-gate4",14
"20151227101235-797","5","9/27/15 10:26","9/27/15 10:33","general-gate4","general-gate7",7
"20151227101235-797","5","9/27/15 10:33","9/27/15 10:48","general-gate7","entrance1",15
"20151303121356-752","5","10/3/15 12:13","10/3/15 12:32","entrance3","general-gate1",19
"20151303121356-752","5","10/3/15 12:32","10/3/15 12:35","general-gate1","ranger-stop2",3
"20151303121356-752","5","10/3/15 12:35","10/3/15 12:38","ranger-stop2","ranger-stop0",3
"20151303121356-752","5","10/3/15 12:38","10/3/15 12:41","ranger-stop0","general-gate2",3
"20151303121356-752","5","10/3/15 12:41","10/3/15 12:51","general-gate2","general-gate5",10
"20151303121356-752","5","10/3/15 12:51","10/3/15 13:01","general-gate5","entrance4",10
"20151307031354-312","5","9/7/15 15:13","9/7/15 15:27","entrance3","general-gate7",14
"20151307031354-312","5","9/7/15 15:27","9/7/15 15:40","general-gate7","entrance1",13
"20151315071346-592","5","8/15/15 19:13","8/15/15 19:34","entrance4","entrance2",21
"20151328111322-383","5","8/28/15 23:13","8/28/15 23:34","entrance3","general-gate1",21
"20151328111322-383","5","8/28/15 23:34","8/28/15 23:36","general-gate1","ranger-stop2",2
"20151328111322-383","5","8/28/15 23:36","8/28/15 23:40","ranger-stop2","ranger-stop0",4
"20151328111322-383","5","8/28/15 23:40","8/28/15 23:43","ranger-stop0","general-gate2",3
"20151328111322-383","5","8/28/15 23:43","8/29/15 0:03","general-gate2","entrance2",20
"20151330061337-218","5","8/30/15 18:13","8/30/15 18:25","entrance1","general-gate7",12
"20151330061337-218","5","8/30/15 18:25","8/30/15 18:32","general-gate7","general-gate4",7
"20151330061337-218","5","8/30/15 18:32","8/30/15 18:43","general-gate4","general-gate1",11
"20151330061337-218","5","8/30/15 18:43","8/30/15 18:45","general-gate1","ranger-stop2",2
"20151330061337-218","5","8/30/15 18:45","8/30/15 18:48","ranger-stop2","ranger-stop0",3
"20151330061337-218","5","8/30/15 18:48","8/30/15 18:51","ranger-stop0","general-gate2",3
"20151330061337-218","5","8/30/15 18:51","8/30/15 19:10","general-gate2","entrance2",19
"20151407011437-835","5","9/7/15 13:14","9/7/15 13:26","entrance4","general-gate5",12
"20151407011437-835","5","9/7/15 13:26","9/7/15 13:39","general-gate5","general-gate2",13
"20151407011437-835","5","9/7/15 13:39","9/7/15 13:42","general-gate2","ranger-stop0",3
"20151407011437-835","5","9/7/15 13:42","9/7/15 13:46","ranger-stop0","ranger-stop2",4
"20151407011437-835","5","9/7/15 13:46","9/7/15 13:49","ranger-stop2","general-gate1",3
"20151407011437-835","5","9/7/15 13:49","9/7/15 14:02","general-gate1","general-gate4",13
"20151407011437-835","5","9/7/15 14:02","9/7/15 14:10","general-gate4","general-gate7",8
"20151407011437-835","5","9/7/15 14:10","9/7/15 14:25","general-gate7","entrance1",15
"20151414061446-0","5","8/14/15 6:14","8/14/15 6:36","entrance0","entrance3",22
"20151418061414-150","5","10/18/15 6:14","10/18/15 6:32","entrance3","general-gate1",18
"20151418061414-150","5","10/18/15 6:32","10/18/15 6:35","general-gate1","ranger-stop2",3
"20151418061414-150","5","10/18/15 6:35","10/18/15 6:37","ranger-stop2","ranger-stop0",2
"20151418061414-150","5","10/18/15 6:37","10/18/15 6:40","ranger-stop0","general-gate2",3
"20151418061414-150","5","10/18/15 6:40","10/18/15 6:51","general-gate2","general-gate5",11
"20151418061414-150","5","10/18/15 6:51","10/18/15 7:00","general-gate5","entrance4",9
