"car.id","car.type","start_time","end_time","start_gate","end_gate","time_taken"
"20150009110038-258","1","8/9/15 11:46","8/9/15 12:00","general-gate4","entrance0",14
"20150010080005-370","1","8/10/15 8:00","8/10/15 8:06","entrance1","camping4",6
"20150010080005-370","1","8/10/15 8:06","8/11/15 12:52","camping4","camping4",1726
"20150010080005-370","1","8/11/15 12:52","8/11/15 13:01","camping4","general-gate7",9
"20150010080005-370","1","8/11/15 13:01","8/11/15 13:15","general-gate7","entrance3",14
"20150010100022-558","1","8/10/15 10:00","8/10/15 10:23","entrance3","general-gate1",23
"20150010100022-558","1","8/10/15 10:23","8/10/15 10:26","general-gate1","ranger-stop2",3
"20150010100022-558","1","8/10/15 10:26","8/10/15 10:30","ranger-stop2","ranger-stop0",4
"20150010100022-558","1","8/10/15 10:30","8/10/15 10:34","ranger-stop0","general-gate2",4
"20150010100022-558","1","8/10/15 10:34","8/10/15 10:56","general-gate2","camping8",22
"20150010100022-558","1","8/10/15 10:56","8/10/15 10:56","camping8","camping8",0
"20150010100022-558","1","8/10/15 10:56","8/10/15 11:11","camping8","general-gate5",15
"20150010100022-558","1","8/10/15 11:11","8/10/15 11:23","general-gate5","entrance4",12
"20150010120021-402","1","8/10/15 12:00","8/10/15 12:01","entrance0","general-gate1",1
"20150010120021-402","1","8/10/15 12:01","8/10/15 12:04","general-gate1","ranger-stop2",3
"20150010120021-402","1","8/10/15 12:04","8/10/15 12:07","ranger-stop2","ranger-stop0",3
"20150010120021-402","1","8/10/15 12:07","8/10/15 12:11","ranger-stop0","general-gate2",4
"20150010120021-402","1","8/10/15 12:11","8/10/15 12:23","general-gate2","general-gate5",12
"20150010120021-402","1","8/10/15 12:23","8/10/15 12:27","general-gate5","general-gate6",4
"20150010120021-402","1","8/10/15 12:27","8/10/15 12:36","general-gate6","camping7",9
"20150010120021-402","1","8/10/15 12:36","8/10/15 12:37","camping7","camping7",1
"20150010120021-402","1","8/10/15 12:37","8/10/15 12:45","camping7","general-gate6",8
"20150010120021-402","1","8/10/15 12:45","8/10/15 12:52","general-gate6","entrance4",7
"20150012080004-451","1","8/12/15 8:00","8/12/15 8:20","entrance3","general-gate1",20
"20150012080004-451","1","8/12/15 8:20","8/12/15 8:23","general-gate1","ranger-stop2",3
"20150012080004-451","1","8/12/15 8:23","8/12/15 8:26","ranger-stop2","ranger-stop0",3
"20150012080004-451","1","8/12/15 8:26","8/12/15 8:29","ranger-stop0","general-gate2",3
"20150012080004-451","1","8/12/15 8:29","8/12/15 8:41","general-gate2","general-gate5",12
"20150012080004-451","1","8/12/15 8:41","8/12/15 8:51","general-gate5","camping6",10
"20150012080004-451","1","8/12/15 8:51","8/12/15 8:52","camping6","camping6",1
"20150012080004-451","1","8/12/15 8:52","8/12/15 9:02","camping6","general-gate5",10
"20150012080004-451","1","8/12/15 9:02","8/12/15 9:14","general-gate5","general-gate2",12
"20150012080004-451","1","8/12/15 9:14","8/12/15 9:17","general-gate2","ranger-stop0",3
"20150012080004-451","1","8/12/15 9:17","8/12/15 9:20","ranger-stop0","ranger-stop2",3
"20150012080004-451","1","8/12/15 9:20","8/12/15 9:23","ranger-stop2","general-gate1",3
"20150012080004-451","1","8/12/15 9:23","8/12/15 9:43","general-gate1","entrance3",20
"20150014020055-887","1","10/14/15 2:00","10/14/15 2:16","entrance3","general-gate7",16
"20150014020055-887","1","10/14/15 2:16","10/14/15 2:29","general-gate7","entrance1",13
"20150014120010-306","1","9/14/15 12:00","9/14/15 12:14","entrance1","general-gate7",14
"20150014120010-306","1","9/14/15 12:14","9/14/15 12:22","general-gate7","general-gate4",8
"20150014120010-306","1","9/14/15 12:22","9/14/15 12:36","general-gate4","entrance0",14
"20150016010043-705","1","9/16/15 13:00","9/16/15 13:17","entrance3","general-gate7",17
"20150016010043-705","1","9/16/15 13:17","9/16/15 13:33","general-gate7","camping3",16
"20150016010043-705","1","9/16/15 13:33","9/16/15 13:33","camping3","camping3",0
"20150016010043-705","1","9/16/15 13:33","9/16/15 13:45","camping3","entrance1",12
"20150016090035-720","1","8/16/15 9:00","8/16/15 9:10","entrance4","general-gate5",10
"20150016090035-720","1","8/16/15 9:10","8/16/15 9:20","general-gate5","general-gate2",10
"20150016090035-720","1","8/16/15 9:20","8/16/15 9:24","general-gate2","ranger-stop0",4
"20150016090035-720","1","8/16/15 9:24","8/16/15 9:26","ranger-stop0","ranger-stop2",2
"20150016090035-720","1","8/16/15 9:26","8/16/15 9:29","ranger-stop2","general-gate1",3
"20150016090035-720","1","8/16/15 9:29","8/16/15 9:39","general-gate1","general-gate4",10
"20150016090035-720","1","8/16/15 9:39","8/16/15 9:46","general-gate4","general-gate7",7
"20150016090035-720","1","8/16/15 9:46","8/16/15 9:59","general-gate7","camping3",13
"20150016090035-720","1","8/16/15 9:59","8/17/15 7:35","camping3","camping3",1296
"20150016090035-720","1","8/17/15 7:35","8/17/15 7:48","camping3","general-gate7",13
"20150016090035-720","1","8/17/15 7:48","8/17/15 7:54","general-gate7","general-gate4",6
"20150016090035-720","1","8/17/15 7:54","8/17/15 8:05","general-gate4","general-gate1",11
"20150016090035-720","1","8/17/15 8:05","8/17/15 8:07","general-gate1","ranger-stop2",2
"20150016090035-720","1","8/17/15 8:07","8/17/15 8:10","ranger-stop2","ranger-stop0",3
"20150016090035-720","1","8/17/15 8:10","8/17/15 8:13","ranger-stop0","general-gate2",3
"20150016090035-720","1","8/17/15 8:13","8/17/15 8:32","general-gate2","entrance2",19
"20150017040038-392","1","9/17/15 16:00","9/17/15 16:02","entrance0","general-gate1",2
"20150017040038-392","1","9/17/15 16:02","9/17/15 16:04","general-gate1","ranger-stop2",2
"20150017040038-392","1","9/17/15 16:04","9/17/15 16:07","ranger-stop2","ranger-stop0",3
"20150017040038-392","1","9/17/15 16:07","9/17/15 16:10","ranger-stop0","general-gate2",3
"20150017040038-392","1","9/17/15 16:10","9/17/15 16:30","general-gate2","camping8",20
"20150017040038-392","1","9/17/15 16:30","9/22/15 13:39","camping8","camping8",7029
"20150017040038-392","1","9/22/15 13:39","9/22/15 13:58","camping8","general-gate2",19
"20150017040038-392","1","9/22/15 13:58","9/22/15 14:01","general-gate2","ranger-stop0",3
"20150017040038-392","1","9/22/15 14:01","9/22/15 14:04","ranger-stop0","ranger-stop2",3
"20150017040038-392","1","9/22/15 14:04","9/22/15 14:07","ranger-stop2","general-gate1",3
"20150017040038-392","1","9/22/15 14:07","9/22/15 14:27","general-gate1","entrance3",20
"20150018080022-664","1","9/18/15 8:00","9/18/15 8:12","entrance1","general-gate7",12
"20150018080022-664","1","9/18/15 8:12","9/18/15 8:18","general-gate7","general-gate4",6
"20150018080022-664","1","9/18/15 8:18","9/18/15 8:29","general-gate4","general-gate1",11
"20150018080022-664","1","9/18/15 8:29","9/18/15 8:31","general-gate1","ranger-stop2",2
"20150018080022-664","1","9/18/15 8:31","9/18/15 8:34","ranger-stop2","ranger-stop0",3
"20150018080022-664","1","9/18/15 8:34","9/18/15 8:37","ranger-stop0","general-gate2",3
"20150018080022-664","1","9/18/15 8:37","9/18/15 8:48","general-gate2","general-gate5",11
"20150018080022-664","1","9/18/15 8:48","9/18/15 8:52","general-gate5","general-gate6",4
"20150018080022-664","1","9/18/15 8:52","9/18/15 9:00","general-gate6","camping7",8
"20150018080022-664","1","9/18/15 9:00","9/19/15 15:46","camping7","camping7",1846
"20150018080022-664","1","9/19/15 15:46","9/19/15 15:54","camping7","general-gate6",8
"20150018080022-664","1","9/19/15 15:54","9/19/15 15:58","general-gate6","general-gate5",4
"20150018080022-664","1","9/19/15 15:58","9/19/15 16:08","general-gate5","general-gate2",10
"20150018080022-664","1","9/19/15 16:08","9/19/15 16:11","general-gate2","ranger-stop0",3
"20150018080022-664","1","9/19/15 16:11","9/19/15 16:14","ranger-stop0","ranger-stop2",3
"20150018080022-664","1","9/19/15 16:14","9/19/15 16:17","ranger-stop2","general-gate1",3
"20150018080022-664","1","9/19/15 16:17","9/19/15 16:27","general-gate1","general-gate4",10
"20150018080022-664","1","9/19/15 16:27","9/19/15 16:34","general-gate4","general-gate7",7
"20150018080022-664","1","9/19/15 16:34","9/19/15 16:46","general-gate7","entrance1",12
"20150018100013-569","1","9/18/15 10:00","9/18/15 10:19","entrance2","general-gate2",19
"20150018100013-569","1","9/18/15 10:19","9/18/15 10:22","general-gate2","ranger-stop0",3
"20150018100013-569","1","9/18/15 10:22","9/18/15 10:25","ranger-stop0","ranger-stop2",3
"20150018100013-569","1","9/18/15 10:25","9/18/15 10:28","ranger-stop2","general-gate1",3
"20150018100013-569","1","9/18/15 10:28","9/18/15 10:39","general-gate1","general-gate4",11
"20150018100013-569","1","9/18/15 10:39","9/18/15 10:46","general-gate4","general-gate7",7
"20150018100013-569","1","9/18/15 10:46","9/18/15 11:03","general-gate7","camping2",17
"20150018100013-569","1","9/18/15 11:03","9/22/15 10:08","camping2","camping2",5705
"20150018100013-569","1","9/22/15 10:08","9/22/15 10:25","camping2","general-gate7",17
"20150018100013-569","1","9/22/15 10:25","9/22/15 10:40","general-gate7","entrance3",15
"20150018110057-525","1","8/18/15 11:00","8/18/15 11:12","entrance0","general-gate4",12
"20150018110057-525","1","8/18/15 11:12","8/18/15 11:19","general-gate4","general-gate7",7
"20150018110057-525","1","8/18/15 11:19","8/18/15 11:28","general-gate7","camping4",9
"20150018110057-525","1","8/18/15 11:28","8/20/15 12:58","camping4","camping4",2970
"20150018110057-525","1","8/20/15 12:58","8/20/15 13:08","camping4","general-gate7",10
"20150018110057-525","1","8/20/15 13:08","8/20/15 13:14","general-gate7","general-gate4",6
"20150018110057-525","1","8/20/15 13:14","8/20/15 13:25","general-gate4","general-gate1",11
"20150018110057-525","1","8/20/15 13:25","8/20/15 13:27","general-gate1","ranger-stop2",2
"20150018110057-525","1","8/20/15 13:27","8/20/15 13:30","ranger-stop2","ranger-stop0",3
"20150018110057-525","1","8/20/15 13:30","8/20/15 13:33","ranger-stop0","general-gate2",3
"20150018110057-525","1","8/20/15 13:33","8/20/15 13:44","general-gate2","general-gate5",11
"20150018110057-525","1","8/20/15 13:44","8/20/15 13:54","general-gate5","entrance4",10
"20150019010055-677","1","8/19/15 13:00","8/19/15 13:14","entrance0","general-gate4",14
"20150019010055-677","1","8/19/15 13:14","8/19/15 13:21","general-gate4","general-gate7",7
"20150019010055-677","1","8/19/15 13:21","8/19/15 13:31","general-gate7","camping4",10
"20150019010055-677","1","8/19/15 13:31","8/22/15 21:35","camping4","camping4",4804
"20150019010055-677","1","8/22/15 21:35","8/22/15 21:45","camping4","general-gate7",10
"20150019010055-677","1","8/22/15 21:45","8/22/15 21:52","general-gate7","general-gate4",7
"20150019010055-677","1","8/22/15 21:52","8/22/15 22:05","general-gate4","entrance0",13
"20150019040039-358","1","8/19/15 16:00","8/19/15 16:14","entrance1","general-gate7",14
"20150019040039-358","1","8/19/15 16:14","8/19/15 16:21","general-gate7","general-gate4",7
"20150019040039-358","1","8/19/15 16:21","8/19/15 16:32","general-gate4","general-gate1",11
"20150019040039-358","1","8/19/15 16:32","8/19/15 16:35","general-gate1","ranger-stop2",3
"20150019040039-358","1","8/19/15 16:35","8/19/15 16:38","ranger-stop2","ranger-stop0",3
"20150019040039-358","1","8/19/15 16:38","8/19/15 16:42","ranger-stop0","general-gate2",4
"20150019040039-358","1","8/19/15 16:42","8/19/15 16:53","general-gate2","general-gate5",11
"20150019040039-358","1","8/19/15 16:53","8/19/15 17:04","general-gate5","camping6",11
"20150019040039-358","1","8/19/15 17:04","8/27/15 18:14","camping6","camping6",11590
"20150019040039-358","1","8/27/15 18:14","8/27/15 18:25","camping6","general-gate5",11
"20150019040039-358","1","8/27/15 18:25","8/27/15 18:37","general-gate5","general-gate2",12
"20150019040039-358","1","8/27/15 18:37","8/27/15 18:40","general-gate2","ranger-stop0",3
"20150019040039-358","1","8/27/15 18:40","8/27/15 18:43","ranger-stop0","ranger-stop2",3
"20150019040039-358","1","8/27/15 18:43","8/27/15 18:46","ranger-stop2","general-gate1",3
"20150019040039-358","1","8/27/15 18:46","8/27/15 18:48","general-gate1","entrance0",2
"20150020090018-839","1","8/20/15 9:00","8/20/15 9:01","entrance0","general-gate1",1
"20150020090018-839","1","8/20/15 9:01","8/20/15 9:04","general-gate1","ranger-stop2",3
"20150020090018-839","1","8/20/15 9:04","8/20/15 9:08","ranger-stop2","ranger-stop0",4
"20150020090018-839","1","8/20/15 9:08","8/20/15 9:11","ranger-stop0","general-gate2",3
"20150020090018-839","1","8/20/15 9:11","8/20/15 9:24","general-gate2","general-gate5",13
"20150020090018-839","1","8/20/15 9:24","8/20/15 9:35","general-gate5","camping6",11
"20150020090018-839","1","8/20/15 9:35","8/25/15 13:38","camping6","camping6",7443
"20150020090018-839","1","8/25/15 13:38","8/25/15 13:49","camping6","general-gate5",11
"20150020090018-839","1","8/25/15 13:49","8/25/15 14:02","general-gate5","general-gate2",13
"20150020090018-839","1","8/25/15 14:02","8/25/15 14:05","general-gate2","ranger-stop0",3
"20150020090018-839","1","8/25/15 14:05","8/25/15 14:09","ranger-stop0","ranger-stop2",4
"20150020090018-839","1","8/25/15 14:09","8/25/15 14:12","ranger-stop2","general-gate1",3
"20150020090018-839","1","8/25/15 14:12","8/25/15 14:34","general-gate1","entrance3",22
"20150024120056-588","1","8/24/15 12:00","8/24/15 12:18","entrance3","general-gate7",18
"20150024120056-588","1","8/24/15 12:18","8/24/15 12:33","general-gate7","camping3",15
"20150024120056-588","1","8/24/15 12:33","8/26/15 13:17","camping3","camping3",2924
"20150024120056-588","1","8/26/15 13:17","8/26/15 13:32","camping3","general-gate7",15
"20150024120056-588","1","8/26/15 13:32","8/26/15 13:40","general-gate7","general-gate4",8
"20150024120056-588","1","8/26/15 13:40","8/26/15 13:53","general-gate4","general-gate1",13
"20150024120056-588","1","8/26/15 13:53","8/26/15 13:56","general-gate1","ranger-stop2",3
"20150024120056-588","1","8/26/15 13:56","8/26/15 14:00","ranger-stop2","ranger-stop0",4
"20150024120056-588","1","8/26/15 14:00","8/26/15 14:04","ranger-stop0","general-gate2",4
"20150024120056-588","1","8/26/15 14:04","8/26/15 14:17","general-gate2","general-gate5",13
"20150024120056-588","1","8/26/15 14:17","8/26/15 14:28","general-gate5","entrance4",11
"20150026070015-698","1","8/26/15 7:00","8/26/15 7:12","entrance1","general-gate7",12
"20150026070015-698","1","8/26/15 7:12","8/26/15 7:18","general-gate7","general-gate4",6
"20150026070015-698","1","8/26/15 7:18","8/26/15 7:29","general-gate4","general-gate1",11
"20150026070015-698","1","8/26/15 7:29","8/26/15 7:31","general-gate1","ranger-stop2",2
"20150026070015-698","1","8/26/15 7:31","8/26/15 7:34","ranger-stop2","ranger-stop0",3
"20150026070015-698","1","8/26/15 7:34","8/26/15 7:37","ranger-stop0","general-gate2",3
"20150026070015-698","1","8/26/15 7:37","8/26/15 7:56","general-gate2","camping8",19
"20150026070015-698","1","8/26/15 7:56","8/27/15 17:24","camping8","camping8",2008
"20150026070015-698","1","8/27/15 17:24","8/27/15 17:42","camping8","general-gate2",18
"20150026070015-698","1","8/27/15 17:42","8/27/15 17:45","general-gate2","ranger-stop0",3
"20150026070015-698","1","8/27/15 17:45","8/27/15 17:48","ranger-stop0","ranger-stop2",3
"20150026070015-698","1","8/27/15 17:48","8/27/15 17:50","ranger-stop2","general-gate1",2
"20150026070015-698","1","8/27/15 17:50","8/27/15 18:01","general-gate1","general-gate4",11
"20150026070015-698","1","8/27/15 18:01","8/27/15 18:07","general-gate4","general-gate7",6
"20150026070015-698","1","8/27/15 18:07","8/27/15 18:19","general-gate7","entrance1",12
"20150026110019-851","1","10/26/15 11:00","10/26/15 11:10","entrance4","general-gate5",10
"20150026110019-851","1","10/26/15 11:10","10/26/15 11:19","general-gate5","camping1",9
"20150026110019-851","1","10/26/15 11:19","10/26/15 11:19","camping1","camping1",0
"20150026110019-851","1","10/26/15 11:19","10/26/15 11:27","camping1","general-gate0",8
"20150026110019-851","1","10/26/15 11:27","10/26/15 11:31","general-gate0","general-gate2",4
"20150026110019-851","1","10/26/15 11:31","10/26/15 11:34","general-gate2","ranger-stop0",3
"20150026110019-851","1","10/26/15 11:34","10/26/15 11:37","ranger-stop0","ranger-stop2",3
"20150026110019-851","1","10/26/15 11:37","10/26/15 11:40","ranger-stop2","general-gate1",3
"20150026110019-851","1","10/26/15 11:40","10/26/15 12:02","general-gate1","entrance3",22
"20150027100028-509","1","8/27/15 10:00","8/27/15 10:20","entrance2","general-gate2",20
"20150027100028-509","1","8/27/15 10:20","8/27/15 10:23","general-gate2","ranger-stop0",3
"20150027100028-509","1","8/27/15 10:23","8/27/15 10:26","ranger-stop0","ranger-stop2",3
"20150027100028-509","1","8/27/15 10:26","8/27/15 10:29","ranger-stop2","general-gate1",3
"20150027100028-509","1","8/27/15 10:29","8/27/15 10:40","general-gate1","general-gate4",11
"20150027100028-509","1","8/27/15 10:40","8/27/15 10:47","general-gate4","general-gate7",7
"20150027100028-509","1","8/27/15 10:47","8/27/15 11:00","general-gate7","camping3",13
"20150027100028-509","1","8/27/15 11:00","9/2/15 11:37","camping3","camping3",8677
"20150027100028-509","1","9/2/15 11:37","9/2/15 11:50","camping3","general-gate7",13
"20150027100028-509","1","9/2/15 11:50","9/2/15 11:57","general-gate7","general-gate4",7
"20150027100028-509","1","9/2/15 11:57","9/2/15 12:08","general-gate4","general-gate1",11
"20150027100028-509","1","9/2/15 12:08","9/2/15 12:11","general-gate1","ranger-stop2",3
"20150027100028-509","1","9/2/15 12:11","9/2/15 12:14","ranger-stop2","ranger-stop0",3
"20150027100028-509","1","9/2/15 12:14","9/2/15 12:17","ranger-stop0","general-gate2",3
"20150027100028-509","1","9/2/15 12:17","9/2/15 12:28","general-gate2","general-gate5",11
"20150027100028-509","1","9/2/15 12:28","9/2/15 12:38","general-gate5","entrance4",10
"20150028060003-741","1","8/28/15 6:00","8/28/15 6:16","entrance1","camping0",16
"20150028060003-741","1","8/28/15 6:16","9/1/15 7:34","camping0","camping0",5838
"20150028060003-741","1","9/1/15 7:34","9/1/15 7:50","camping0","entrance1",16
